"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"319","MG655267_0A_Rev_113","99_11784","95_10944","90_10513","85_10071","80_9711"
"320","KF806589_0A_Rev_153","99_11784","95_10944","90_10513","85_10071","80_9711"
"321","KU886225_0A_Rev_113","99_11784","95_10944","90_10513","85_10071","80_9711"
"322","MG655268_0A_Rev_113","99_11784","95_10944","90_10513","85_10071","80_9711"
"323","KU886222_0A_Rev_113","99_11784","95_10944","90_10513","85_10071","80_9711"
"324","MK514281_0A_Rev_224618","99_11785","95_10945","90_10514","85_10072","80_9712"
"325","MZ501268_0A_Rev_226794","99_52358","95_45836","90_42258","85_10072","80_9712"
"326","KU886224_0A_Rev_222070","99_11785","95_10945","90_10514","85_10072","80_9712"
"327","MG655269_0A_Rev_225889","99_11785","95_10945","90_10514","85_10072","80_9712"
"328","KU886223_0A_Rev_221980","99_11785","95_10945","90_10514","85_10072","80_9712"
"329","KF806589_0A_Rev_221968","99_11785","95_10945","90_10514","85_10072","80_9712"
"330","MG655270_0A_Rev_224793","99_11785","95_10945","90_10514","85_10072","80_9712"
"331","MG655267_0A_Rev_223119","99_11785","95_10945","90_10514","85_10072","80_9712"
"332","KU886222_0A_Rev_224141","99_11785","95_10945","90_10514","85_10072","80_9712"
"333","KU886225_0A_Rev_224377","99_11785","95_10945","90_10514","85_10072","80_9712"
"334","MG655268_0A_Rev_223346","99_11785","95_10945","90_10514","85_10072","80_9712"
"335","KU886222_0A_Fwd_247240","99_11786","95_10946","90_10515","85_10073","80_9713"
"336","MG655270_0A_Fwd_247893","99_11786","95_10946","90_10515","85_10073","80_9713"
"337","MG655268_0A_Fwd_246446","99_17250","95_10946","90_10515","85_10073","80_9713"
"338","KU886224_0A_Fwd_245171","99_17250","95_10946","90_10515","85_10073","80_9713"
"339","KF806589_0A_Fwd_245069","99_11786","95_10946","90_10515","85_10073","80_9713"
"340","KU886223_0A_Fwd_245077","99_11786","95_10946","90_10515","85_10073","80_9713"
"341","MK514281_0A_Fwd_247713","99_11786","95_10946","90_10515","85_10073","80_9713"
"342","KU886225_0A_Fwd_247478","99_11786","95_10946","90_10515","85_10073","80_9713"
"343","MG655269_0A_Fwd_248989","99_11786","95_10946","90_10515","85_10073","80_9713"
"344","MG655267_0A_Fwd_246216","99_11786","95_10946","90_10515","85_10073","80_9713"
"345","MK514281_0A_Fwd_40024","99_11787","95_10947","90_10516","85_10074","80_9714"
"346","MG655268_0A_Fwd_40010","99_11787","95_10947","90_10516","85_10074","80_9714"
"347","KU886223_0A_Fwd_40013","99_11787","95_10947","90_10516","85_10074","80_9714"
"348","KU886222_0A_Fwd_40027","99_11787","95_10947","90_10516","85_10074","80_9714"
"349","MG655270_0A_Fwd_40001","99_11787","95_10947","90_10516","85_10074","80_9714"
"350","MG655269_0A_Fwd_40027","99_11787","95_10947","90_10516","85_10074","80_9714"
"351","KF806589_0A_Fwd_40049","99_11787","95_10947","90_10516","85_10074","80_9714"
"352","KU886225_0A_Fwd_40028","99_11787","95_10947","90_10516","85_10074","80_9714"
"353","MG655267_0A_Fwd_40012","99_11787","95_10947","90_10516","85_10074","80_9714"
"354","KU886224_0A_Fwd_40025","99_11787","95_10947","90_10516","85_10074","80_9714"
"355","KU886222_0A_Fwd_31245","99_17227","95_15718","90_14923","85_10075","80_9715"
"356","MK514281_0A_Fwd_31242","99_11788","95_10948","90_10517","85_10075","80_9715"
"357","MG655269_0A_Fwd_31245","99_17227","95_15718","90_14923","85_10075","80_9715"
"358","KF806589_0A_Fwd_31267","99_11788","95_10948","90_10517","85_10075","80_9715"
"359","MG655267_0A_Fwd_179054","99_17233","95_10949","90_10518","85_10076","80_9716"
"360","MK514281_0A_Fwd_179519","99_17241","95_15724","90_10518","85_10076","80_9716"
"361","KU886224_0A_Fwd_177922","99_17241","95_15724","90_10518","85_10076","80_9716"
"362","MG655269_0A_Fwd_179870","99_17241","95_15724","90_10518","85_10076","80_9716"
"363","MG655270_0A_Fwd_180407","99_17233","95_10949","90_10518","85_10076","80_9716"
"364","MG655268_0A_Fwd_179279","99_17241","95_15724","90_10518","85_10076","80_9716"
"365","KU886225_0A_Fwd_179504","99_17233","95_10949","90_10518","85_10076","80_9716"
"366","KF806589_0A_Fwd_177445","99_11789","95_10949","90_10518","85_10076","80_9716"
"367","KU886222_0A_Fwd_178958","99_17233","95_10949","90_10518","85_10076","80_9716"
"368","KU886223_0A_Fwd_177744","99_17241","95_15724","90_10518","85_10076","80_9716"
"369","KU886222_0A_Fwd_57319","99_11790","95_10950","90_10519","85_10077","80_9717"
"370","KF806589_0A_Fwd_56843","99_11790","95_10950","90_10519","85_10077","80_9717"
"371","MG655267_0A_Fwd_56728","99_11790","95_10950","90_10519","85_10077","80_9717"
"372","KU886224_0A_Fwd_56243","99_11790","95_10950","90_10519","85_10077","80_9717"
"373","KU886223_0A_Fwd_56085","99_11790","95_10950","90_10519","85_10077","80_9717"
"374","MK514281_0A_Fwd_56743","99_11790","95_10950","90_10519","85_10077","80_9717"
"375","MG655270_0A_Fwd_57294","99_11790","95_10950","90_10519","85_10077","80_9717"
"376","MG655269_0A_Fwd_57316","99_26407","95_23701","90_10519","85_10077","80_9717"
"377","KU886225_0A_Fwd_56742","99_11790","95_10950","90_10519","85_10077","80_9717"
"378","MG655268_0A_Fwd_56801","99_11790","95_10950","90_10519","85_10077","80_9717"
"379","MG655270_0A_Fwd_235320","99_11791","95_10951","90_10520","85_10078","80_9718"
"380","MG655268_0A_Fwd_233873","99_17245","95_15727","90_10520","85_10078","80_9718"
"381","KU886222_0A_Fwd_234667","99_17231","95_10951","90_10520","85_10078","80_9718"
"382","MG655267_0A_Fwd_233643","99_17245","95_15727","90_10520","85_10078","80_9718"
"383","KU886224_0A_Fwd_232598","99_17245","95_15727","90_10520","85_10078","80_9718"
"384","MK514281_0A_Fwd_235140","99_17231","95_10951","90_10520","85_10078","80_9718"
"385","MG655269_0A_Fwd_236416","99_11791","95_10951","90_10520","85_10078","80_9718"
"386","KF806589_0A_Fwd_232496","99_11791","95_10951","90_10520","85_10078","80_9718"
"387","KU886225_0A_Fwd_234905","99_17245","95_15727","90_10520","85_10078","80_9718"
"388","KU886223_0A_Fwd_232504","99_17231","95_10951","90_10520","85_10078","80_9718"
"389","KU886222_0A_Fwd_195589","99_11792","95_10952","90_10521","85_10079","80_9719"
"390","MG655267_0A_Fwd_194670","99_26404","95_23699","90_10521","85_10079","80_9719"
"391","MG655270_0A_Fwd_196354","99_26408","95_10952","90_10521","85_10079","80_9719"
"392","KU886225_0A_Fwd_195797","99_17248","95_15729","90_10521","85_10079","80_9719"
"393","MG655268_0A_Fwd_194899","99_26404","95_23699","90_10521","85_10079","80_9719"
"394","KU886223_0A_Fwd_193365","99_11792","95_10952","90_10521","85_10079","80_9719"
"395","KU886224_0A_Fwd_193536","99_17248","95_15729","90_10521","85_10079","80_9719"
"396","MK514281_0A_Fwd_195135","99_11792","95_10952","90_10521","85_10079","80_9719"
"397","KF806589_0A_Fwd_193386","99_11792","95_10952","90_10521","85_10079","80_9719"
"398","MG655269_0A_Fwd_197308","99_11792","95_10952","90_10521","85_10079","80_9719"
"399","LC819006_0A_Rev_48076","99_21310","95_1028","90_1017","85_1008","80_999"
"400","AP014927_0A_Rev_48357","99_1208","95_1182","90_1171","85_1008","80_999"
"401","LC592711_0A_Rev_47681","99_1046","95_1028","90_1017","85_1008","80_999"
"402","AP014693_0A_Rev_48126","99_1046","95_1028","90_1017","85_1008","80_999"
"403","LC819008_0A_Rev_47647","99_1046","95_1028","90_1017","85_1008","80_999"
"404","LC667450_0A_Rev_48075","99_21310","95_1028","90_1017","85_1008","80_999"
"405","LC819009_0A_Rev_47644","99_21310","95_1028","90_1017","85_1008","80_999"
"406","MG655267_0A_Fwd_192327","99_11793","95_10953","90_10522","85_10080","80_9720"
"407","KU886222_0A_Fwd_193249","99_11793","95_10953","90_10522","85_10080","80_9720"
"408","MG655268_0A_Fwd_192557","99_11793","95_10953","90_10522","85_10080","80_9720"
"409","MG655269_0A_Fwd_194964","99_11793","95_10953","90_10522","85_10080","80_9720"
"410","MK514281_0A_Fwd_192792","99_11793","95_10953","90_10522","85_10080","80_9720"
"411","MG655270_0A_Fwd_194011","99_11793","95_10953","90_10522","85_10080","80_9720"
"412","KF806589_0A_Fwd_191043","99_11793","95_10953","90_10522","85_10080","80_9720"
"413","KU886225_0A_Fwd_193456","99_11793","95_10953","90_10522","85_10080","80_9720"
"414","KU886223_0A_Fwd_191021","99_11793","95_10953","90_10522","85_10080","80_9720"
"415","KU886224_0A_Fwd_191195","99_11793","95_10953","90_10522","85_10080","80_9720"
"416","MG655269_0A_Rev_7624","99_11794","95_10954","90_10523","85_10081","80_9721"
"417","KU886222_0A_Rev_7624","99_11794","95_10954","90_10523","85_10081","80_9721"
"418","KU886225_0A_Rev_7626","99_11794","95_10954","90_10523","85_10081","80_9721"
"419","KU886223_0A_Rev_7610","99_11794","95_10954","90_10523","85_10081","80_9721"
"420","KF806589_0A_Rev_7649","99_11794","95_10954","90_10523","85_10081","80_9721"
"421","MG655268_0A_Rev_7621","99_11794","95_10954","90_10523","85_10081","80_9721"
"422","MG655267_0A_Rev_7609","99_11794","95_10954","90_10523","85_10081","80_9721"
"423","KU886224_0A_Rev_7622","99_11794","95_10954","90_10523","85_10081","80_9721"
"424","MK514281_0A_Rev_7621","99_11794","95_10954","90_10523","85_10081","80_9721"
"425","MG655270_0A_Rev_7612","99_11794","95_10954","90_10523","85_10081","80_9721"
"426","MZ501268_0A_Rev_134840","99_52340","95_45820","90_42242","85_10082","80_9722"
"427","KU886225_0A_Rev_135422","99_11795","95_10955","90_10524","85_10082","80_9722"
"428","MG655267_0A_Rev_134882","99_11795","95_10955","90_10524","85_10082","80_9722"
"429","MK514281_0A_Rev_135349","99_11795","95_10955","90_10524","85_10082","80_9722"
"430","KU886222_0A_Rev_134318","99_11795","95_10955","90_10524","85_10082","80_9722"
"431","KU886223_0A_Rev_133577","99_11795","95_10955","90_10524","85_10082","80_9722"
"432","MG655269_0A_Rev_135198","99_11795","95_10955","90_10524","85_10082","80_9722"
"433","KU886224_0A_Rev_133750","99_11795","95_10955","90_10524","85_10082","80_9722"
"434","MG655270_0A_Rev_136237","99_11795","95_10955","90_10524","85_10082","80_9722"
"435","MG655268_0A_Rev_134983","99_11795","95_10955","90_10524","85_10082","80_9722"
"436","KF806589_0A_Rev_133280","99_11795","95_10955","90_10524","85_10082","80_9722"
"437","MK514281_0A_Fwd_45964","99_17234","95_15720","90_14925","85_10083","80_9723"
"438","KU886225_0A_Fwd_45968","99_17234","95_15720","90_14925","85_10083","80_9723"
"439","MG655270_0A_Fwd_45941","99_17234","95_15720","90_14925","85_10083","80_9723"
"440","MG655267_0A_Fwd_45952","99_17234","95_15720","90_14925","85_10083","80_9723"
"441","KU886222_0A_Fwd_45967","99_17234","95_15720","90_14925","85_10083","80_9723"
"442","KF806589_0A_Fwd_45487","99_11796","95_10956","90_10525","85_10083","80_9723"
"443","MG655268_0A_Fwd_45448","99_17234","95_15720","90_14925","85_10083","80_9723"
"444","KU886224_0A_Fwd_45465","99_17246","95_15728","90_10525","85_10083","80_9723"
"445","MG655269_0A_Fwd_45967","99_17234","95_15720","90_14925","85_10083","80_9723"
"446","KU886222_0A_Fwd_234047","99_11797","95_10957","90_10526","85_10084","80_9724"
"447","MG655268_0A_Fwd_233253","99_11797","95_10957","90_10526","85_10084","80_9724"
"448","KU886224_0A_Fwd_231978","99_11797","95_10957","90_10526","85_10084","80_9724"
"449","KF806589_0A_Fwd_231876","99_11797","95_10957","90_10526","85_10084","80_9724"
"450","KU886225_0A_Fwd_234285","99_17257","95_15733","90_10526","85_10084","80_9724"
"451","MG655270_0A_Fwd_234700","99_11797","95_10957","90_10526","85_10084","80_9724"
"452","MK514281_0A_Fwd_234520","99_11797","95_10957","90_10526","85_10084","80_9724"
"453","MG655269_0A_Fwd_235796","99_11797","95_10957","90_10526","85_10084","80_9724"
"454","MG655267_0A_Fwd_233023","99_11797","95_10957","90_10526","85_10084","80_9724"
"455","KU886223_0A_Fwd_231884","99_11797","95_10957","90_10526","85_10084","80_9724"
"456","MK514281_0A_Fwd_105941","99_17221","95_10958","90_10527","85_10085","80_9725"
"457","KU886223_0A_Fwd_104980","99_11798","95_10958","90_10527","85_10085","80_9725"
"458","MG655270_0A_Fwd_106817","99_11798","95_10958","90_10527","85_10085","80_9725"
"459","KU886222_0A_Fwd_105730","99_17221","95_10958","90_10527","85_10085","80_9725"
"460","MG655268_0A_Fwd_105563","99_26406","95_10958","90_10527","85_10085","80_9725"
"461","KU886224_0A_Fwd_105141","99_11798","95_10958","90_10527","85_10085","80_9725"
"462","KU886225_0A_Fwd_106005","99_11798","95_10958","90_10527","85_10085","80_9725"
"463","KF806589_0A_Fwd_104678","99_11798","95_10958","90_10527","85_10085","80_9725"
"464","MG655267_0A_Fwd_105476","99_11798","95_10958","90_10527","85_10085","80_9725"
"465","KU886225_0A_Rev_35883","99_11799","95_10959","90_10528","85_10086","80_9726"
"466","KU886224_0A_Rev_35880","99_17239","95_15723","90_10528","85_10086","80_9726"
"467","MK514281_0A_Rev_35879","99_17216","95_10959","90_10528","85_10086","80_9726"
"468","MG655269_0A_Rev_35882","99_11799","95_10959","90_10528","85_10086","80_9726"
"469","KF806589_0A_Rev_35904","99_11799","95_10959","90_10528","85_10086","80_9726"
"470","KU886223_0A_Rev_35868","99_17239","95_15723","90_10528","85_10086","80_9726"
"471","MG655267_0A_Rev_35867","99_17239","95_15723","90_10528","85_10086","80_9726"
"472","KU886222_0A_Rev_35882","99_17216","95_10959","90_10528","85_10086","80_9726"
"473","MG655270_0A_Rev_35856","99_17239","95_15723","90_10528","85_10086","80_9726"
"474","KU886222_0A_Rev_34057","99_11800","95_10960","90_10529","85_10087","80_9727"
"475","MG655268_0A_Rev_34040","99_11800","95_10960","90_10529","85_10087","80_9727"
"476","KU886223_0A_Rev_34043","99_11800","95_10960","90_10529","85_10087","80_9727"
"477","KF806589_0A_Rev_34079","99_11800","95_10960","90_10529","85_10087","80_9727"
"478","MG655268_0A_Fwd_109944","99_11801","95_10961","90_10530","85_10088","80_9728"
"479","MK514281_0A_Fwd_110322","99_11801","95_10961","90_10530","85_10088","80_9728"
"480","KU886223_0A_Fwd_109359","99_11801","95_10961","90_10530","85_10088","80_9728"
"481","KU886222_0A_Fwd_110110","99_11801","95_10961","90_10530","85_10088","80_9728"
"482","KU886225_0A_Fwd_110385","99_11801","95_10961","90_10530","85_10088","80_9728"
"483","MG655270_0A_Fwd_111198","99_11801","95_10961","90_10530","85_10088","80_9728"
"484","KF806589_0A_Fwd_109059","99_11801","95_10961","90_10530","85_10088","80_9728"
"485","MG655267_0A_Fwd_109858","99_11801","95_10961","90_10530","85_10088","80_9728"
"486","KU886224_0A_Fwd_109521","99_11801","95_10961","90_10530","85_10088","80_9728"
"487","MG655269_0A_Fwd_110167","99_11801","95_10961","90_10530","85_10088","80_9728"
"488","KF806589_0A_Fwd_93671","99_11802","95_10962","90_10531","85_10089","80_9729"
"489","KU886222_0A_Fwd_94724","99_17222","95_15715","90_10531","85_10089","80_9729"
"490","MG655267_0A_Fwd_94468","99_17237","95_10962","90_10531","85_10089","80_9729"
"491","MG655270_0A_Fwd_95811","99_17222","95_15715","90_10531","85_10089","80_9729"
"492","KU886224_0A_Fwd_94134","99_17222","95_15715","90_10531","85_10089","80_9729"
"493","MK514281_0A_Fwd_94934","99_17222","95_15715","90_10531","85_10089","80_9729"
"494","KU886225_0A_Fwd_94999","99_17237","95_10962","90_10531","85_10089","80_9729"
"495","MG655268_0A_Fwd_94555","99_17222","95_15715","90_10531","85_10089","80_9729"
"496","MG655269_0A_Fwd_94778","99_17222","95_15715","90_10531","85_10089","80_9729"
"497","KU886223_0A_Fwd_93973","99_17237","95_10962","90_10531","85_10089","80_9729"
"498","AP014693_0A_Fwd_67499","99_1047","95_1029","90_1018","85_1009","80_1000"
"499","MG655270_0A_Rev_118543","99_11803","95_10963","90_10532","85_10090","80_9730"
"500","KF806589_0A_Rev_116405","99_11803","95_10963","90_10532","85_10090","80_9730"
"501","KU886225_0A_Rev_117730","99_11803","95_10963","90_10532","85_10090","80_9730"
"502","KU886223_0A_Rev_116706","99_11803","95_10963","90_10532","85_10090","80_9730"
"503","MG655269_0A_Rev_117512","99_11803","95_10963","90_10532","85_10090","80_9730"
"504","MK514281_0A_Rev_117670","99_11803","95_10963","90_10532","85_10090","80_9730"
"505","MG655268_0A_Rev_117289","99_11803","95_10963","90_10532","85_10090","80_9730"
"506","KU886224_0A_Rev_116867","99_11803","95_10963","90_10532","85_10090","80_9730"
"507","KU886222_0A_Rev_117456","99_11803","95_10963","90_10532","85_10090","80_9730"
"508","KU886223_0A_Rev_205440","99_11804","95_10964","90_10533","85_10091","80_9731"
"509","KU886222_0A_Rev_207664","99_11804","95_10964","90_10533","85_10091","80_9731"
"510","MG655267_0A_Rev_206745","99_11804","95_10964","90_10533","85_10091","80_9731"
"511","MK514281_0A_Rev_207210","99_11804","95_10964","90_10533","85_10091","80_9731"
"512","KF806589_0A_Rev_205461","99_11804","95_10964","90_10533","85_10091","80_9731"
"513","MZ501268_0A_Rev_212023","99_52360","95_45838","90_42260","85_10091","80_9731"
"514","MG655270_0A_Rev_208429","99_11804","95_10964","90_10533","85_10091","80_9731"
"515","MG655269_0A_Rev_209383","99_11804","95_10964","90_10533","85_10091","80_9731"
"516","MG655268_0A_Rev_206974","99_11804","95_10964","90_10533","85_10091","80_9731"
"517","KU886225_0A_Rev_207872","99_11804","95_10964","90_10533","85_10091","80_9731"
"518","KU886224_0A_Rev_205611","99_11804","95_10964","90_10533","85_10091","80_9731"
"519","MG655270_0A_Rev_89061","99_11805","95_10965","90_10534","85_10092","80_9732"
"520","KU886222_0A_Rev_87975","99_11805","95_10965","90_10534","85_10092","80_9732"
"521","MG655268_0A_Rev_87832","99_11805","95_10965","90_10534","85_10092","80_9732"
"522","KU886224_0A_Rev_87384","99_11805","95_10965","90_10534","85_10092","80_9732"
"523","MG655269_0A_Rev_88056","99_11805","95_10965","90_10534","85_10092","80_9732"
"524","KF806589_0A_Rev_86921","99_11805","95_10965","90_10534","85_10092","80_9732"
"525","KU886225_0A_Rev_88276","99_11805","95_10965","90_10534","85_10092","80_9732"
"526","MG655267_0A_Rev_87746","99_11805","95_10965","90_10534","85_10092","80_9732"
"527","MZ501268_0A_Rev_88661","99_52344","95_45824","90_42246","85_10092","80_9732"
"528","MK514281_0A_Rev_88212","99_11805","95_10965","90_10534","85_10092","80_9732"
"529","KU886223_0A_Rev_87222","99_11805","95_10965","90_10534","85_10092","80_9732"
"530","KU886225_0A_Rev_159285","99_17254","95_10966","90_10535","85_10093","80_9733"
"531","KU886222_0A_Rev_158165","99_11806","95_10966","90_10535","85_10093","80_9733"
"532","KU886224_0A_Rev_157614","99_11806","95_10966","90_10535","85_10093","80_9733"
"533","MK514281_0A_Rev_159215","99_11806","95_10966","90_10535","85_10093","80_9733"
"534","MG655267_0A_Rev_158746","99_11806","95_10966","90_10535","85_10093","80_9733"
"535","MG655269_0A_Rev_159065","99_11806","95_10966","90_10535","85_10093","80_9733"
"536","KF806589_0A_Rev_157143","99_11806","95_10966","90_10535","85_10093","80_9733"
"537","KU886223_0A_Rev_157441","99_11806","95_10966","90_10535","85_10093","80_9733"
"538","MG655270_0A_Rev_160105","99_11806","95_10966","90_10535","85_10093","80_9733"
"539","MG655268_0A_Rev_159054","99_11806","95_10966","90_10535","85_10093","80_9733"
"540","MG655269_0A_Rev_8138","99_17236","95_15721","90_10536","85_10094","80_9734"
"541","MG655270_0A_Rev_8126","99_11807","95_10967","90_10536","85_10094","80_9734"
"542","MG655268_0A_Rev_8135","99_17236","95_15721","90_10536","85_10094","80_9734"
"543","MG655267_0A_Rev_8123","99_17247","95_15721","90_10536","85_10094","80_9734"
