contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
2162886006.a:SwRhRL3b_contig_3158423	36459	62	vOTU_002362	gc_002198	fc_000079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0223	0.9695	0	0	1	-17.6642	-17.9933	15.3514	Low-quality	42.2	AAI-based (high-confidence)	100.0	93.73
2162886006.a:SwRhRL3b_contig_3287224	28118	46	vOTU_000105	gc_000361	fc_000032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0146	0.9768	0	0	2	-36.011	-31.9003	29.6722	Low-quality	49.88	AAI-based (medium-confidence)	41.16	46.78
2162886006.a:SwRhRL3b_contig_3287385	22291	48	vOTU_000105	gc_000361	fc_000032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0125	0.9801	0	0	1	-28.2166	-22.236	21.2872	Low-quality	30.49	HMM-based (lower-bound)	30.43	17.98
2162886006.a:SwRhRL3b_contig_3481115	17659	20	vOTU_000259	gc_001628	fc_000925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0134	0.9787	0	0	1	-8.5431	-8.7166	8.5431	Low-quality	37.33	AAI-based (high-confidence)	100.0	100.0
2162886006.a:SwRhRL3b_contig_3754111	16578	20	vOTU_000817	gc_000811	fc_000093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0109	0.9823	0	0	1	-19.1972	-19.0836	18.4366	Low-quality	35.48	AAI-based (medium-confidence)	48.98	56.77
2162886006.a:SwRhRL3b_contig_3773316	7023	17	vOTU_000259	gc_004563	fc_000925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0142	0.0248	0.961	0	0	1	-3.4069	-3.5132	3.4069	Low-quality	14.85	AAI-based (high-confidence)	100.0	96.54
2162886006.a:SwRhRL3b_contig_3780726	13145	15	vOTU_014509	gc_000238	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.012	0.9807	0	0	0	-17.9551	-21.2361	15.3482	Low-quality	22.91	AAI-based (high-confidence)	100.0	98.33
2162886006.a:SwRhRL3b_contig_3807108	20074	16	vOTU_000602	gc_001630	fc_001151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0186	0.9711	0	0	0	-17.3458	-14.3512	13.9692	Low-quality	37.1	AAI-based (high-confidence)	99.97	98.27
2162886006.a:SwRhRL3b_contig_3877196	5526	7	vOTU_000784	gc_002197	fc_000220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0148	0.0205	0.9647	0	0	1	-3.3929	-3.549	3.3929	Low-quality	12.71	AAI-based (medium-confidence)	51.07	65.57
2162886006.a:SwRhRL3b_contig_4550032	5182	8	vOTU_000308	gc_001255	fc_001030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0113	0.9818	0	0	1	-9.8454	-8.0442	7.7048	Low-quality	9.6	AAI-based (high-confidence)	100.0	100.0
2162886007.a:SwRhRL2b_contig_75705	15489	14	vOTU_002189	gc_003086	fc_000801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0151	0.9764	0	0	3	-12.0838	-12.5824	11.4651	Low-quality	34.04	AAI-based (high-confidence)	68.02	87.38
2162886007.a:SwRhRL2b_contig_81945	12524	14	vOTU_004480	gc_002203	fc_000739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0097	0.0168	0.9735	0	0	1	-9.3069	-8.8056	7.6816	Low-quality	15.58	AAI-based (medium-confidence)	53.37	79.43
2162886007.a:SwRhRL2b_contig_105145	42056	56	vOTU_014498	gc_007399	fc_002454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0101	0.0583	0.9316	0	0	6	-22.5605	-17.3091	15.6808	Low-quality	46.82	HMM-based (lower-bound)	31.26	9.57
2162886007.a:SwRhRL2b_contig_118564	7282	13	vOTU_014476	gc_007409	fc_000529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0142	0.9785	0	0	1	-11.2755	-10.2279	9.3255	Low-quality	18.46	AAI-based (high-confidence)	69.18	61.44
2162886007.a:SwRhRL2b_contig_154638	18168	17	vOTU_014511	gc_007393	fc_001775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae		0.0067	0.0123	0.981	0	0	4	-22.5436	-20.315	18.5997	Low-quality	42.86	AAI-based (medium-confidence)	50.36	51.48
2162886007.a:SwRhRL2b_contig_241852	6796	10	vOTU_014516	gc_007397	fc_001776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0146	0.9769	0	0	1	-3.8505	-3.2648	3.2155	Low-quality	9.31	HMM-based (lower-bound)	30.1	33.5
2162886007.a:SwRhRL2b_contig_253927	18462	23	vOTU_002241	gc_003100	fc_001294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0104	0.9832	0	0	7	-29.5784	-30.5774	25.7055	Low-quality	40.58	AAI-based (high-confidence)	57.7	64.99
2162886007.a:SwRhRL2b_contig_256393	14684	29	vOTU_014455	gc_007401	fc_002455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0123	0.9802	0	0	0	-10.856	-10.3124	9.614	Low-quality	11.05	AAI-based (medium-confidence)	64.88	24.67
2162886007.a:SwRhRL2b_contig_328494	32702	51	vOTU_004476	gc_004593	fc_001137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0234	0.9686	0	0	9	-57.0771	-42.7554	41.6262	Medium-quality	87.77	AAI-based (high-confidence)	99.99	100.0
2162886007.a:SwRhRL2b_contig_353704	14732	24	vOTU_002362	gc_002198	fc_000079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.008	0.0179	0.9741	0	0	0	-12.4177	-12.3801	10.8519	Low-quality	17.05	AAI-based (high-confidence)	100.0	94.53
2162886007.a:SwRhRL2b_contig_395998	8637	7	vOTU_014512	gc_000561	fc_000054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	0.0081	0.0195	0.9724	0	0	1	-8.6558	-5.7365	5.6347	Low-quality	24.69	AAI-based (high-confidence)	75.53	97.53
2162886007.a:SwRhRL2b_contig_405309	29238	44	vOTU_000334	gc_000678	fc_000738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0156	0.9771	0	0	4	-46.5603	-33.4774	31.9423	Medium-quality	74.23	AAI-based (high-confidence)	100.0	100.0
2162886007.a:SwRhRL2b_contig_432121	24250	51	vOTU_002261	gc_003098	fc_001021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0125	0.9806	0	0	7	-66.8095	-54.1936	53.1622	Medium-quality	58.74	AAI-based (high-confidence)	99.79	94.84
2162886007.a:SwRhRL2b_contig_444346	36542	53	vOTU_004467	gc_004583	fc_000849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0177	0.9745	0	0	13	-49.803	-47.943	40.5078	Complete	100.0	DTR (high-confidence)	100.0	100.0
2162886007.a:SwRhRL2b_contig_447261	8603	15	vOTU_002182	gc_000812	fc_000455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	0.0087	0.0291	0.9622	0	0	2	-25.3125	-12.0618	12.0618	Low-quality	19.99	AAI-based (high-confidence)	82.57	63.91
2162886007.a:SwRhRL2b_contig_506525	7704	12	vOTU_014518	gc_000998	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0189	0.0419	0.9392	0	0	3	-16.4501	-18.766	16.4501	Low-quality	17.35	AAI-based (medium-confidence)	55.9	74.56
2162886007.a:SwRhRL2b_contig_519568	7653	9	vOTU_014514	gc_007395	fc_000378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0349	0.0326	0.9325	0	0	2	-5.0445	-5.4261	5.0445	Low-quality	18.13	AAI-based (medium-confidence)	54.2	51.55
2162886007.a:SwRhRL2b_contig_536204	21200	42	vOTU_014478	gc_007408	fc_002457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0117	0.9808	0	0	2	-25.0541	-27.0777	25.0541	Low-quality	22.65	AAI-based (high-confidence)	64.91	54.28
2162886007.a:SwRhRL2b_contig_562099	15622	20	vOTU_004465	gc_004581	fc_000374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0166	0.976	0	0	4	-21.6105	-20.308	19.87	Medium-quality	68.42	AAI-based (medium-confidence)	37.84	44.11
2162886007.a:SwRhRL2b_contig_645786	12579	20	vOTU_014462	gc_007402	fc_000047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0115	0.9816	0	0	8	-34.4071	-27.1782	25.3848	Low-quality	18.98	HMM-based (lower-bound)	43.6	20.3
2162886007.a:SwRhRL2b_contig_660296	12377	11	vOTU_014480	gc_002208	fc_000106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0136	0.9765	0	0	0	-8.5914	-8.5914	8.5914	Low-quality	4.66	AAI-based (high-confidence)	70.08	94.76
2162886007.a:SwRhRL2b_contig_706468	10045	14	vOTU_014510	gc_007392	fc_000567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0384	0.9513	0	0	0	-10.564	-7.8438	6.6946	Low-quality	20.52	HMM-based (lower-bound)	33.2	34.69
2162886007.a:SwRhRL2b_contig_719773	5281	8	vOTU_002217	gc_002201	fc_000374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0133	0.9774	0	0	1	-8.5914	-8.5914	8.5914	Low-quality	19.22	HMM-based (lower-bound)	31.44	29.72
2162886007.a:SwRhRL2b_contig_764015	5414	6	vOTU_014520	gc_000138	fc_000027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0144	0.978	0	0	2	-9.6969	-8.0367	7.9939	Low-quality	11.82	AAI-based (medium-confidence)	40.58	54.55
2162886007.a:SwRhRL2b_contig_771694	13919	14	vOTU_014482	gc_000813	fc_000002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0109	0.9825	0	0	3	-24.9922	-21.286	19.7426	Low-quality	35.39	AAI-based (high-confidence)	77.36	50.85
2162886007.a:SwRhRL2b_contig_771885	236430	248	vOTU_000655	gc_001258	fc_000242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0133	0.9786	0	0	4	-195.4528	-195.3263	183.5999	High-quality	100.0	AAI-based (high-confidence)	100.0	99.82
2162886007.a:SwRhRL2b_contig_805943	13460	18	vOTU_000308	gc_001255	fc_001030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.013	0.9794	0	0	0	-7.5986	-9.8783	7.5986	Low-quality	24.93	AAI-based (high-confidence)	100.0	96.11
2162886007.a:SwRhRL2b_contig_809821	14029	23	vOTU_014481	gc_004586	fc_001781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0121	0.9805	0	0	0	-9.5838	-7.9061	7.9061	Low-quality	5.28	AAI-based (high-confidence)	64.76	86.28
2162886007.a:SwRhRL2b_contig_815724	5270	7	vOTU_002252	gc_000814	fc_000400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0129	0.9797	0	0	2	-9.2704	-8.4725	7.798	Low-quality	11.36	AAI-based (medium-confidence)	39.03	80.57
2162886007.a:SwRhRL2b_contig_832132	15221	31	vOTU_002193	gc_004568	fc_000928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0172	0.9748	0	0	3	-18.1915	-14.2262	13.496	Low-quality	13.82	HMM-based (lower-bound)	46.08	11.15
2162886007.a:SwRhRL2b_contig_880124	35349	56	vOTU_000105	gc_000361	fc_000032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0137	0.9786	0	0	2	-45.6366	-40.6316	37.0636	Medium-quality	60.52	AAI-based (high-confidence)	39.02	46.91
2162886007.a:SwRhRL2b_contig_973907	35521	48	vOTU_002257	gc_003101	fc_001494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0187	0.9739	0	0	7	-54.5133	-42.0354	39.5506	High-quality	100.0	AAI-based (high-confidence)	99.98	100.0
2162886007.a:SwRhRL2b_contig_987197	10420	16	vOTU_004473	gc_004591	fc_000850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0192	0.9733	0	0	0	-21.7468	-14.169	13.3544	Low-quality	21.39	AAI-based (high-confidence)	100.0	95.38
2162886007.a:SwRhRL2b_contig_1014118	34594	45	vOTU_004497	gc_004571	fc_000732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0184	0.9741	0	0	7	-41.1843	-40.9674	35.8448	Complete	100.0	DTR (high-confidence)	100.0	100.0
2162886007.a:SwRhRL2b_contig_1089375	14809	24	vOTU_000308	gc_001255	fc_001030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0157	0.9769	0	0	1	-15.6945	-12.8663	12.3835	Low-quality	27.43	AAI-based (high-confidence)	100.0	99.33
2162886007.a:SwRhRL2b_contig_1090401	9976	14	vOTU_002261	gc_007404	fc_001021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0065	0.0109	0.9826	0	0	4	-20.9345	-17.7122	17.6826	Low-quality	24.16	AAI-based (high-confidence)	99.78	100.0
2162886007.a:SwRhRL2b_contig_1165536	5875	8	vOTU_014459	gc_004578	fc_000243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0091	0.017	0.9739	0	0	3	-5.8268	-4.9174	4.5934	Low-quality	13.8	AAI-based (medium-confidence)	45.35	53.41
2162886007.a:SwRhRL2b_contig_1180592	23618	29	vOTU_014515	gc_007396	fc_000241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0093	0.0302	0.9605	0	0	5	-21.1802	-24.7506	21.1802	Medium-quality	59.41	AAI-based (medium-confidence)	41.13	50.15
2162886007.a:SwRhRL2b_contig_1216980	14922	18	vOTU_014454	gc_003096	fc_001493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0117	0.0162	0.9722	0	0	0	-8.7615	-8.9616	7.9903	Low-quality	5.62	AAI-based (high-confidence)	65.88	66.67
2162886007.a:SwRhRL2b_contig_1217369	14965	20	vOTU_014458	gc_000478	fc_000374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0099	0.0211	0.969	0	0	6	-23.0043	-22.6408	21.2638	Medium-quality	66.02	AAI-based (high-confidence)	59.93	65.17
2162886007.a:SwRhRL2b_contig_1263636	39877	50	vOTU_014456	gc_003093	fc_000931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0118	0.981	0	0	3	-41.1715	-41.4031	41.1715	Low-quality	15.06	AAI-based (high-confidence)	98.95	98.48
2162886007.a:SwRhRL2b_contig_1367046	114310	128	vOTU_014467	gc_003093	fc_000931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.0133	0.9783	0	0	5	-96.0077	-96.551	89.6676	Low-quality	43.69	AAI-based (high-confidence)	98.89	96.76
2162886007.a:SwRhRL2b_contig_1422647	5842	6	vOTU_002259	gc_002210	fc_000004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0251	0.9672	0	0	3	-10.3716	-7.6121	7.6062	Low-quality	11.07	AAI-based (high-confidence)	64.57	67.31
2162886007.a:SwRhRL2b_contig_1448289	7289	11	vOTU_014460	gc_002207	fc_000248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0062	0.0106	0.9832	0	0	7	-20.34	-15.5681	15.4343	Low-quality	16.42	AAI-based (medium-confidence)	51.96	68.57
2162886007.a:SwRhRL2b_contig_1479501	14180	23	vOTU_014485	gc_002209	fc_000106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.012	0.9809	0	0	0	-15.1144	-13.0672	12.8316	Low-quality	5.34	AAI-based (high-confidence)	63.72	63.18
2162886007.a:SwRhRL2b_contig_1494283	6027	13	vOTU_004457	gc_004576	fc_001779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0108	0.0248	0.9644	0	0	2	-4.378	-2.8159	2.7983	Low-quality	10.25	AAI-based (high-confidence)	57.55	55.1
2162886007.a:SwRhRL2b_contig_1593042	26846	36	vOTU_000144	gc_000402	fc_000560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0109	0.0183	0.9708	0	0	1	-10.0	-10.991	10.0	Low-quality	43.49	AAI-based (high-confidence)	100.0	99.12
2162886007.a:SwRhRL2b_contig_1644170	12066	11	vOTU_014486	gc_000676	fc_000063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0131	0.9801	0	0	7	-17.7174	-17.0977	16.6917	Low-quality	24.14	AAI-based (medium-confidence)	35.2	59.6
2162886007.a:SwRhRL2b_contig_1652243	5766	7	vOTU_014488	gc_003092	fc_000106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0223	0.0203	0.9573	0	0	1	-5.1548	-5.1548	5.1548	Low-quality	2.17	AAI-based (high-confidence)	73.89	100.0
2162886007.a:SwRhRL2b_contig_1663255	28685	58	vOTU_014519	gc_000158	fc_000063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0123	0.981	0	0	7	-63.9107	-50.3524	48.6592	Medium-quality	58.93	AAI-based (high-confidence)	79.37	55.25
2162886007.a:SwRhRL2b_contig_1664610	5207	8	vOTU_014487	gc_001636	fc_000004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0107	0.983	0	0	1	-12.4592	-11.8689	11.7731	Low-quality	10.12	AAI-based (high-confidence)	64.06	88.47
2162886007.a:SwRhRL2b_contig_1706024	7631	10	vOTU_002296	gc_003103	fc_000262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0143	0.0249	0.9608	0	0	2	-3.3755	-3.5943	3.3755	Low-quality	16.85	AAI-based (medium-confidence)	27.91	55.72
2162886007.a:SwRhRL2b_contig_1789411	75510	116	vOTU_004510	gc_003087	fc_001491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0138	0.9791	0	0	6	-89.4295	-74.7932	72.0632	High-quality	100.0	AAI-based (high-confidence)	100.0	99.09
2162886007.a:SwRhRL2b_contig_1843786	25394	35	vOTU_014469	gc_001637	fc_000205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae		0.0065	0.0109	0.9826	0	0	5	-35.9448	-36.4293	35.9448	Medium-quality	59.29	AAI-based (high-confidence)	58.6	75.77
2162886007.a:SwRhRL2b_contig_1878466	29743	30	vOTU_002181	gc_002205	fc_000931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0114	0.9814	0	0	0	-28.7998	-27.2898	26.3463	Low-quality	11.21	AAI-based (high-confidence)	96.97	97.33
2162886007.a:SwRhRL2b_contig_1878967	25120	27	vOTU_002192	gc_002200	fc_000535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0109	0.9825	0	0	12	-42.4527	-33.0244	31.5996	Medium-quality	55.06	AAI-based (high-confidence)	100.0	100.0
2162886007.a:SwRhRL2b_contig_2058427	11179	15	vOTU_014477	gc_004589	fc_000458			0.015	0.0182	0.9668	0	0	0	-5.1548	-5.1548	5.1548	Low-quality	18.81	AAI-based (medium-confidence)	49.75	32.5
2162886007.a:SwRhRL2b_contig_2095727	37221	47	vOTU_004472	gc_004590	fc_001016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	0.0071	0.0153	0.9776	0	0	7	-67.0632	-54.0301	49.1437	High-quality	100.0	AAI-based (high-confidence)	67.23	62.19
2162886007.a:SwRhRL2b_contig_2199701	14101	17	vOTU_014479	gc_007407	fc_000256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0108	0.0736	0.9157	0	0	3	-8.3432	-9.1518	8.3432	Low-quality	34.84	AAI-based (medium-confidence)	44.8	56.44
2162886007.a:SwRhRL2b_contig_2290145	5100	6	vOTU_002189	gc_007394	fc_000801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0108	0.9825	0	0	1	-9.9385	-7.9488	7.6871	Low-quality	11.21	AAI-based (high-confidence)	61.93	83.31
2162886007.a:SwRhRL2b_contig_2335169	54177	73	vOTU_000602	gc_001630	fc_001151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0104	0.0188	0.9708	0	0	1	-41.0881	-40.1342	35.0036	Complete	100.0	DTR (high-confidence)	100.0	97.34
2162886007.a:SwRhRL2b_contig_2443785	75510	116	vOTU_004510	gc_003087	fc_001491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0128	0.9802	0	0	6	-89.4295	-74.7932	72.0632	High-quality	100.0	AAI-based (high-confidence)	100.0	99.31
2162886007.a:SwRhRL2b_contig_2473656	15393	38	vOTU_000105	gc_000361	fc_000032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0084	0.015	0.9766	0	0	1	-16.7254	-12.0431	12.0302	Low-quality	22.24	HMM-based (lower-bound)	31.6	7.59
2162886007.a:SwRhRL2b_contig_2490231	26627	29	vOTU_014484	gc_007405	fc_002456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0115	0.9815	0	0	7	-40.1909	-36.7943	35.9418	Low-quality	28.55	AAI-based (medium-confidence)	48.75	65.38
2162886007.a:SwRhRL2b_contig_2569415	20518	36	vOTU_002192	gc_002200	fc_000535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0096	0.0193	0.9712	0	0	2	-22.0281	-20.72	18.3962	Low-quality	44.98	AAI-based (high-confidence)	100.0	96.31
2162886007.a:SwRhRL2b_contig_2569531	12935	22	vOTU_002241	gc_003100	fc_001294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0123	0.9803	0	0	3	-22.1392	-19.4631	18.5632	Low-quality	28.43	AAI-based (medium-confidence)	56.51	72.59
2162886007.a:SwRhRL2b_contig_2571213	20336	29	vOTU_004466	gc_000158	fc_000063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0119	0.9814	0	0	9	-44.3378	-29.4112	27.9877	Low-quality	42.18	AAI-based (high-confidence)	83.72	82.49
2162886007.a:SwRhRL2b_contig_2613905	5071	8	vOTU_014517	gc_000311	fc_000009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0111	0.9824	0	0	3	-12.2566	-9.6056	8.6696	Low-quality	12.7	AAI-based (high-confidence)	87.37	89.01
2162886007.a:SwRhRL2b_contig_2694491	243607	277	vOTU_004471	gc_004587	fc_000106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.013	0.9784	0	0	6	-197.0486	-191.3877	181.2748	Complete	100.0	DTR (medium-confidence)	40.64	41.12
2162886007.a:SwRhRL2b_contig_2770399	20309	22	vOTU_004451	gc_003095	fc_000535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0111	0.9822	0	0	13	-37.7009	-27.4454	26.2954	Low-quality	44.38	AAI-based (medium-confidence)	44.72	57.56
2162886007.a:SwRhRL2b_contig_2773146	7274	8	vOTU_002193	gc_004582	fc_000928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.009	0.0208	0.9701	0	0	3	-11.8238	-7.1676	6.2941	Low-quality	18.32	AAI-based (medium-confidence)	57.18	52.26
2162886007.a:SwRhRL2b_contig_2825330	12713	17	vOTU_014461	gc_007400	fc_000106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0082	0.0133	0.9784	0	0	1	-5.5897	-4.9468	4.9418	Low-quality	4.79	AAI-based (high-confidence)	70.22	72.6
2162886007.a:SwRhRL2b_contig_2865842	47591	69	vOTU_004508	gc_004570	fc_001777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.014	0.9786	0	0	8	-68.6114	-59.0187	57.0341	Complete	100.0	DTR (high-confidence)	100.0	99.77
2162886007.a:SwRhRL2b_contig_2905393	29743	30	vOTU_002181	gc_002205	fc_000931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0109	0.9823	0	0	0	-28.7998	-27.2898	26.3463	Low-quality	11.21	AAI-based (high-confidence)	96.97	97.33
2162886007.a:SwRhRL2b_contig_2951442	6357	9	vOTU_004481	gc_003089	fc_000008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0207	0.0183	0.9609	0	0	1	-12.1995	-9.2074	9.0544	Low-quality	10.77	AAI-based (high-confidence)	61.19	36.13
2162886007.a:SwRhRL2b_contig_2966446	5071	7	vOTU_014468	gc_001260	fc_000063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0072	0.0138	0.979	0	0	1	-11.4884	-6.8365	6.1848	Low-quality	10.91	AAI-based (high-confidence)	76.35	66.09
2162886007.a:SwRhRL2b_contig_3020724	44541	53	vOTU_000024	gc_000015	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0109	0.9825	0	0	6	-51.0592	-50.683	45.3963	High-quality	100.0	AAI-based (high-confidence)	100.0	99.36
