Contig,Study,Viral_Taxonomy,Nucleic_Acid_Type,GTDB_Host,Eukaryotic_or_Prokaryotic_Virus,Length,Circular_Status,Prophage,Prophage_Boundaries,VirSorter_Category,VirFinder_Score,VirFinder_pvalue,Total_Contig_Proteins,CAT_data,No_BUSCO_Hits,BUSCO_Ratio,No_VPF_Hits
Broecker_Sample_ID29-1191-0_NODE_1524_length_8276_cov_8.926043,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8276,NA,No,NA,1,8.17E-01,2.57E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.5|186802_Clostridiales:60.5|unclassified|unclassified|unclassified,0,0,40
Broecker_Sample_ID29-1194-0_NODE_3113_length_6966_cov_2.092317,Broecker_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6966,NA,No,NA,2,2.87E-02,5.53E-01,8,Bacteria:65.4|1239_Firmicutes:51.4|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,6
Broecker_Sample_ID29-1194-0_NODE_3221_length_6694_cov_2.923784,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6694,NA,No,NA,1,2.85E-02,5.54E-01,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:92.1|186802_Clostridiales:92.1|186803_Lachnospiraceae:88.9|1432051_Eisenbergiella:88.9|1432052_Eisenbergiella tayi:88.9,0,0,20
Broecker_Sample_ID29-1194-0_NODE_3257_length_6614_cov_3.241500,Broecker_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6614,NA,No,NA,1,1.86E-02,6.29E-01,9,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:100.0|186802_Clostridiales:100.0|NA:73.7|946234_Flavonifractor:73.7|unclassified,0,0,20
Broecker_Sample_ID29-1194-0_NODE_3263_length_6593_cov_1.762924,Broecker_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6593,NA,No,NA,1,1.62E-02,6.51E-01,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:73.9|186802_Clostridiales:73.9|unclassified|unclassified|unclassified,0,0,34
Broecker_Sample_ID29-1194-0_NODE_3537_length_5995_cov_2.090741,Broecker_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5995,NA,No,NA,1,1.44E-01,2.76E-01,10,Bacteria:100.0|1239_Firmicutes:96.0|186801_Clostridia:79.0|186802_Clostridiales:79.0|unclassified|unclassified|unclassified,0,0,27
Broecker_Sample_ID29-1194-0_NODE_3737_length_5655_cov_2.687143,Broecker_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5655,NA,No,NA,1,1.86E-01,2.36E-01,7,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:78.0|186802_Clostridiales:78.0|541000_Ruminococcaceae:78.0|1924093_Anaeromassilibacillus:78.0|1965604_Anaeromassilibacillus sp. An250:78.0,0,0,18
Broecker_Sample_ID29-1194-0_NODE_3831_length_5512_cov_2.249221,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5512,NA,No,NA,1,3.31E-02,5.26E-01,6,Bacteria:100.0|1239_Firmicutes:66.1|186801_Clostridia:52.4|186802_Clostridiales:52.4|unclassified|unclassified|unclassified,0,0,12
Broecker_Sample_ID29-1194-0_NODE_3875_length_5436_cov_2.047946,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5436,NA,No,NA,1,1.10E-01,3.19E-01,11,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.3|186802_Clostridiales:60.3|216572_Oscillospiraceae:52.1|459786_Oscillibacter:52.1|unclassified,0,0,14
Broecker_Sample_ID29-1194-0_NODE_5989_length_3345_cov_3.456231,Broecker_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,3345,Circular,NA,NA,NA,9.03E-01,1.30E-02,NA,||||||,0,0,14
Broecker_Sample_ID29-1194-0_NODE_943_length_23011_cov_4.909261,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,23011,NA,No,NA,1,2.95E-01,1.64E-01,27,Bacteria:97.5|1239_Firmicutes:97.5|186801_Clostridia:50.4|unclassified|unclassified|unclassified|unclassified,0,0,101
Broecker_Sample_ID29-1194-6_NODE_446_length_12165_cov_1.679769,Broecker_2016,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,Bacteriophage,12165,NA,No,NA,3,7.67E-01,3.36E-02,13,Bacteria:100.0|201174_Actinobacteria:97.9|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,5
Chehoud_control_1_NODE_3_length_6477_cov_3.409063,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_C;f__Veillonellaceae,Bacteriophage,6477,NA,No,NA,1,0.982960128,3.40E-03,6,Bacteria:100.0|1224_Proteobacteria:81.9|1236_Gammaproteobacteria:81.9|91347_Enterobacterales:81.9|unclassified|unclassified|unclassified,0,0,13
Chehoud_control_1_NODE_4_length_5694_cov_913.928533,Chehoud_2016,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,5694,Circular,No,NA,NA,0.992548096,1.94E-03,6,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|687332_Betatorquevirus:90.8|687373_Torque teno mini virus 5:90.8,0,0,18
Chehoud_control_1_NODE_9_length_3014_cov_287.683001,Chehoud_2016,Anelloviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,3014,Circular,No,NA,NA,0.929917368,9.82E-03,3,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|687329_Anelloviridae:100.0|unclassified|unclassified,0,0,14
Chehoud_control_2_NODE_1_length_48115_cov_27.751977,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,48115,NA,No,NA,2,0.700064819,4.60E-02,45,Bacteria:97.3|1239_Firmicutes:95.6|186801_Clostridia:91.5|186802_Clostridiales:91.5|186803_Lachnospiraceae:91.5|NA:91.3|658656_Lachnospiraceae bacterium 6_1_37FAA:88.6,0,0,169
Chehoud_control_2_NODE_103_length_7131_cov_14.078434,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7131,NA,No,NA,1,0.267687372,1.80E-01,10,Bacteria:100.0|1239_Firmicutes:100.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,37
Chehoud_control_2_NODE_107_length_6866_cov_20.761269,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,6866,NA,No,NA,2,0.753735652,3.61E-02,14,Bacteria:79.1|1239_Firmicutes:79.1|186801_Clostridia:61.0|186802_Clostridiales:61.0|unclassified|unclassified|unclassified,0,0,15
Chehoud_control_2_NODE_129_length_6176_cov_8.288025,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6176,NA,No,NA,1,0.833606738,2.38E-02,8,Bacteria:94.1|1239_Firmicutes:94.1|91061_Bacilli:75.0|1385_Bacillales:75.0|186817_Bacillaceae:75.0|1386_Bacillus:75.0|unclassified,0,0,30
Chehoud_control_2_NODE_13_length_26194_cov_19.574046,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,26194,NA,No,NA,1,0.49656972,8.94E-02,33,Bacteria:100.0|1239_Firmicutes:86.3|186801_Clostridia:59.1|186802_Clostridiales:59.1|186803_Lachnospiraceae:55.0|1506553_Lachnoclostridium:51.0|unclassified,0,0,104
Chehoud_control_2_NODE_133_length_6122_cov_5.936542,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6122,NA,No,NA,1,0.852211334,2.10E-02,7,Bacteria:100.0|1239_Firmicutes:100.0|526524_Erysipelotrichia:94.2|526525_Erysipelotrichales:94.2|128827_Erysipelotrichaceae:94.2|unclassified|unclassified,0,0,34
Chehoud_control_2_NODE_138_length_5957_cov_6.923246,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5957,NA,No,NA,1,0.329531899,1.48E-01,7,Bacteria:75.9|1239_Firmicutes:57.4|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,20
Chehoud_control_2_NODE_155_length_5500_cov_12.434343,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5500,NA,No,NA,2,0.824331319,2.49E-02,5,Bacteria:100.0|1239_Firmicutes:100.0|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,14
Chehoud_control_2_NODE_158_length_5403_cov_12.149963,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,5403,NA,No,NA,2,0.759955216,3.52E-02,6,Bacteria:83.5|1239_Firmicutes:83.5|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,30
Chehoud_control_2_NODE_25_length_17868_cov_71.012463,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Bifidobacteriaceae,Bacteriophage,17868,NA,No,NA,3,0.728413094,4.09E-02,33,Bacteria:100.0|201174_Actinobacteria:90.9|1760_Actinobacteria:90.9|85004_Bifidobacteriales:82.6|31953_Bifidobacteriaceae:82.6|1678_Bifidobacterium:82.6|216816_Bifidobacterium longum:54.7,0,0,29
Chehoud_control_2_NODE_39_length_13528_cov_48.255400,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13528,NA,No,NA,1,0.211923893,2.14E-01,17,Bacteria:100.0|1239_Firmicutes:88.3|186801_Clostridia:56.7|186802_Clostridiales:56.7|186803_Lachnospiraceae:51.0|unclassified|unclassified,0,0,62
Chehoud_control_2_NODE_4_length_38026_cov_24.346449,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__Lactobacillaceae,Bacteriophage,38026,NA,No,NA,2,0.799034097,2.87E-02,58,Bacteria:96.5|1239_Firmicutes:96.5|91061_Bacilli:95.7|186826_Lactobacillales:93.4|33958_Lactobacillaceae:86.1|1253_Pediococcus:66.2|1255_Pediococcus pentosaceus:54.1,0,0,178
Chehoud_control_2_NODE_5_length_37879_cov_21.391392,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,37879,NA,No,NA,2,0.644766113,5.68E-02,60,Bacteria:75.7|1239_Firmicutes:73.9|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,101
Chehoud_control_2_NODE_52_length_11083_cov_6.893090,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,11083,NA,No,NA,1,0.565862629,7.34E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:63.5|186802_Clostridiales:63.5|unclassified|unclassified|unclassified,0,0,55
Chehoud_control_2_NODE_63_length_10031_cov_24.182037,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,10031,NA,No,NA,2,0.303266844,1.59E-01,11,Bacteria:52.6|1239_Firmicutes:52.6|186801_Clostridia:52.6|186802_Clostridiales:52.6|unclassified|unclassified|unclassified,0,0,29
Chehoud_control_2_NODE_7_length_34120_cov_45.113283,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,34120,NA,No,NA,2,0.134844238,2.85E-01,47,Bacteria:70.4|1239_Firmicutes:60.2|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,86
Chehoud_control_2_NODE_73_length_9189_cov_5.848259,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,9189,NA,No,NA,1,0.052114343,4.46E-01,5,Bacteria:100.0|1239_Firmicutes:75.9|186801_Clostridia:62.0|186802_Clostridiales:62.0|31979_Clostridiaceae:62.0|1485_Clostridium:62.0|unclassified,0,0,39
Chehoud_control_2_NODE_79_length_8397_cov_5.535363,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Lactobacillaceae,Bacteriophage,8397,NA,No,NA,1,0.662890219,5.25E-02,4,Bacteria:100.0|1239_Firmicutes:100.0|91061_Bacilli:100.0|186826_Lactobacillales:100.0|33958_Lactobacillaceae:90.1|1578_Lactobacillus:90.1|unclassified,0,0,21
Chehoud_control_2_NODE_8_length_33848_cov_101.073092,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,33848,NA,No,NA,2,0.288812925,1.67E-01,54,Bacteria:63.5|1239_Firmicutes:51.4|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,129
Chehoud_control_2_NODE_83_length_8257_cov_10.744940,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__Erysipelotrichaceae,Bacteriophage,8257,NA,No,NA,1,0.949534073,7.15E-03,9,Bacteria:100.0|1239_Firmicutes:100.0|526524_Erysipelotrichia:67.7|526525_Erysipelotrichales:67.7|128827_Erysipelotrichaceae:67.7|unclassified|unclassified,0,0,26
Chehoud_control_2_NODE_96_length_7364_cov_9.208373,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7364,NA,No,NA,1,0.249586015,1.90E-01,12,Bacteria:100.0|1239_Firmicutes:84.4|186801_Clostridia:81.2|186802_Clostridiales:81.2|unclassified|unclassified|unclassified,0,0,32
Chehoud_control_3_NODE_12_length_23094_cov_14.243153,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,23094,NA,No,NA,2,0.711809251,4.39E-02,31,Bacteria:100.0|1239_Firmicutes:65.7|186801_Clostridia:59.1|186802_Clostridiales:59.1|unclassified|unclassified|unclassified,0,0,61
Chehoud_control_3_NODE_13_length_22978_cov_9.929067,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,22978,NA,No,NA,1,0.292060606,1.65E-01,33,Bacteria:97.7|1239_Firmicutes:87.2|186801_Clostridia:72.1|186802_Clostridiales:72.1|unclassified|unclassified|unclassified,0,0,73
Chehoud_control_3_NODE_14_length_22485_cov_9.183683,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,22485,NA,No,NA,1,0.728027291,4.09E-02,28,Bacteria:93.4|1239_Firmicutes:93.4|186801_Clostridia:79.8|186802_Clostridiales:79.8|unclassified|unclassified|unclassified,0,0,54
Chehoud_control_3_NODE_25_length_11486_cov_8.708249,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,11486,NA,No,NA,2,0.674498838,5.07E-02,12,Bacteria:65.9|1239_Firmicutes:60.3|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,37
Chehoud_control_3_NODE_41_length_7101_cov_3.733608,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7101,NA,No,NA,2,0.624859156,6.12E-02,13,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,37
Chehoud_control_3_NODE_46_length_6378_cov_6.603511,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,6378,NA,No,NA,2,0.881573152,1.63E-02,11,Bacteria:100.0|1239_Firmicutes:81.9|186801_Clostridia:62.4|186802_Clostridiales:62.4|unclassified|unclassified|unclassified,0,0,14
Chehoud_control_3_NODE_7_length_31207_cov_24.991429,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,31207,NA,No,NA,2,0.93664359,8.97E-03,44,Bacteria:87.8|1239_Firmicutes:59.4|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,111
Chehoud_donor_NODE_10_length_34366_cov_37.032089,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,34366,Circular,No,NA,2,0.154704798,2.64E-01,51,Bacteria:71.0|1239_Firmicutes:58.3|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,134
Chehoud_donor_NODE_104_length_5897_cov_7.931017,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5897,NA,No,NA,2,0.890518252,1.48E-02,11,Bacteria:100.0|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,12
Chehoud_donor_NODE_106_length_5855_cov_4070.194483,Chehoud_2016,Microviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5855,Circular,No,NA,1,0.820673364,2.52E-02,10,Viruses:80.9|NA:80.9|NA:80.9|NA:80.9|10841_Microviridae:80.9|unclassified|unclassified,0,0,15
Chehoud_donor_NODE_109_length_5774_cov_8.922014,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Micrococcaceae,Bacteriophage,5774,NA,No,NA,2,0.881685108,1.61E-02,10,Bacteria:100.0|201174_Actinobacteria:100.0|1760_Actinobacteria:100.0|85006_Micrococcales:66.7|85017_Promicromonosporaceae:66.7|186188_Xylanimonas:66.7|186189_Xylanimonas cellulosilytica:66.7,0,0,4
Chehoud_donor_NODE_119_length_5498_cov_4.564946,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5498,NA,No,NA,2,0.98357038,3.27E-03,9,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,21
Chehoud_donor_NODE_127_length_5287_cov_5.145451,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5287,NA,No,NA,2,0.72017518,4.22E-02,6,Bacteria:61.5|1239_Firmicutes:61.5|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,16
Chehoud_donor_NODE_131_length_5160_cov_46.989814,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Actinobacteriota;f__Bifidobacteriaceae,Bacteriophage,5160,NA,No,NA,NA,0.785490614,3.08E-02,9,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,6
Chehoud_donor_NODE_18_length_24166_cov_10.367343,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_C;f__Dialisteraceae,Bacteriophage,24166,NA,No,NA,1,0.820636307,2.52E-02,31,Bacteria:97.3|1239_Firmicutes:60.3|909932_Negativicutes:50.8|unclassified|unclassified|unclassified|unclassified,0,0,69
Chehoud_donor_NODE_23_length_19717_cov_29.588089,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,19717,NA,No,NA,1,0.853406992,2.07E-02,20,Bacteria:100.0|1239_Firmicutes:86.8|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,57
Chehoud_donor_NODE_24_length_19622_cov_13.283488,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Streptococcaceae,Bacteriophage,19622,NA,No,NA,2,0.988355059,2.55E-03,15,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,48
Chehoud_donor_NODE_36_length_15232_cov_65.875469,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,15232,NA,No,NA,2,0.966911275,5.34E-03,22,Bacteria:61.2|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,34
Chehoud_donor_NODE_37_length_14694_cov_6.201721,Chehoud_2016,Myoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,14694,NA,No,NA,1,0.184208922,2.37E-01,21,Bacteria:97.4|1239_Firmicutes:97.4|186801_Clostridia:97.4|186802_Clostridiales:97.4|186803_Lachnospiraceae:93.8|1506553_Lachnoclostridium:80.9|84030_[Clostridium] saccharolyticum:62.9,0,0,58
Chehoud_donor_NODE_39_length_12239_cov_14.796701,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,12239,NA,No,NA,2,0.988468876,2.55E-03,13,Bacteria:53.6|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,17
Chehoud_donor_NODE_4_length_41624_cov_12.198730,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,41624,NA,No,NA,1,0.56702134,7.28E-02,59,Bacteria:99.0|1239_Firmicutes:99.0|186801_Clostridia:98.4|186802_Clostridiales:98.4|541000_Ruminococcaceae:80.9|216851_Faecalibacterium:76.2|853_Faecalibacterium prausnitzii:76.2,0,0,115
Chehoud_donor_NODE_415_length_2218_cov_12.171983,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,2218,Circular,No,NA,NA,0.533852671,1.40E-01,4,Viruses:100.0|NA:100.0|NA:100.0|NA:100.0|NA:100.0|NA:100.0|664785_Sclerotinia sclerotiorum hypovirulence associated DNA virus 1:100.0,0,0,4
Chehoud_donor_NODE_418_length_2216_cov_128.819065,Chehoud_2016,Genomoviridae,ssDNA,Host Not Assigned or not a prokaryotic virus,Eukaryotic_Virus,2216,Circular,No,NA,NA,7.93E-01,4.59E-02,3,Viruses:89.3|NA:89.3|NA:89.3|NA:89.3|1910928_Genomoviridae:89.3|1542744_Gemycircularvirus:89.3|1930298_Chicken stool-associated gemycircularvirus:89.3,0,0,5
Chehoud_donor_NODE_45_length_10447_cov_10.418495,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes;f__Streptococcaceae,Bacteriophage,10447,NA,No,NA,2,0.978173684,3.76E-03,9,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,46
Chehoud_donor_NODE_46_length_10407_cov_5.036515,Chehoud_2016,Siphoviridae,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,10407,NA,No,NA,2,0.137498242,2.82E-01,11,Bacteria:66.3|1239_Firmicutes:66.3|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,32
Chehoud_donor_NODE_5_length_40782_cov_41.940654,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,40782,NA,No,NA,1,0.446416034,1.04E-01,56,Bacteria:99.0|1239_Firmicutes:99.0|186801_Clostridia:93.9|186802_Clostridiales:93.9|186803_Lachnospiraceae:66.9|1506553_Lachnoclostridium:63.8|unclassified,0,0,157
Chehoud_donor_NODE_50_length_10093_cov_15.899382,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,10093,NA,No,NA,2,0.836235221,2.34E-02,17,Bacteria:100.0|1224_Proteobacteria:100.0|1236_Gammaproteobacteria:100.0|91347_Enterobacterales:100.0|unclassified|unclassified|unclassified,0,0,39
Chehoud_donor_NODE_59_length_8825_cov_5.425314,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8825,NA,No,NA,1,0.906333526,1.27E-02,10,Bacteria:100.0|1239_Firmicutes:70.6|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,35
Chehoud_donor_NODE_6_length_40473_cov_156.131303,Chehoud_2016,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__UBA1381,Bacteriophage,40473,Circular,No,NA,2,0.949954753,7.15E-03,61,Bacteria:68.2|1239_Firmicutes:53.6|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,184
Chehoud_donor_NODE_81_length_6869_cov_4.249340,Chehoud_2016,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6869,NA,No,NA,1,9.66E-01,5.46E-03,8,Bacteria:100.0|1239_Firmicutes:94.5|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,34
Chehoud_donor_NODE_82_length_6837_cov_4.718667,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6837,NA,No,NA,2,0.936940389,8.85E-03,15,Bacteria:84.8|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,25
Chehoud_donor_NODE_86_length_6708_cov_7.903352,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6708,NA,No,NA,3,0.875267455,1.71E-02,21,Bacteria:88.1|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,27
Chehoud_donor_NODE_96_length_6368_cov_33.117852,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6368,NA,No,NA,1,0.552917484,7.64E-02,8,unclassified|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,23
Chehoud_donor_NODE_99_length_6289_cov_6.003048,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6289,NA,No,NA,2,0.793292523,2.95E-02,6,Bacteria:64.9|unclassified|unclassified|unclassified|unclassified|unclassified|unclassified,0,0,16
Chehoud_patient_1_NODE_13_length_14977_cov_5.522986,Chehoud_2016,Podoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,14977,NA,No,NA,2,0.955464225,6.55E-03,21,Viruses:50.0|NA:50.0|NA:50.0|28883_Caudovirales:50.0|10744_Podoviridae:50.0|542959_Bpp1virus:50.0|279280_Burkholderia virus BcepC6B:50.0,0,0,65
Chehoud_patient_1_NODE_14_length_14628_cov_22.650587,Chehoud_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,14628,NA,No,NA,2,0.840166141,2.29E-02,31,Bacteria:100.0|976_Bacteroidetes:100.0|200643_Bacteroidia:100.0|171549_Bacteroidales:100.0|815_Bacteroidaceae:94.4|816_Bacteroides:94.4|unclassified,0,0,45
