"","Accession","total.ParS.hits","pos.ParS.hit"
"1136","MH937458",0,0
"1137","MH937459",0,0
"1138","MH937460",0,0
"1139","MH937461",0,0
"1140","MH937462",0,0
"1141","MH937463",0,0
"1142","MH937464",0,0
"1143","MH937465",0,0
"1144","MH937466",0,0
"1145","MH937467",0,0
"1146","MH937468",0,0
"1147","MH937469",0,0
"1148","MH937470",0,0
"1149","MH937471",0,0
"1150","MH937472",0,0
"1151","MH937473",0,0
"1152","MH937474",0,0
"1153","MH937475",0,0
"1154","MH937476",0,0
"1155","MH937477",0,0
"1156","MH937478",0,0
"1157","MH937479",0,0
"1158","MH937480",0,0
"1159","MH937481",0,0
"1160","MH937482",0,0
"1161","MH937483",0,0
"1162","MH937485",0,0
"1163","MH937486",0,0
"1164","MH937487",0,0
"1165","MH937488",0,0
"1166","MH937489",0,0
"1167","MH937490",0,0
"1168","MH937491",0,0
"1169","MH937492",0,0
"1170","MH937493",0,0
"1171","MH937494",0,0
"1172","MH937495",0,0
"1173","MH937496",0,0
"1174","MH937497",0,0
"1175","MH937499",0,0
"1176","MH937500",0,0
"1177","MH937501",0,0
"1178","MH937502",0,0
"1179","MH937503",0,0
"1180","MH937504",0,0
"1181","MH937505",0,0
"1182","MH937506",0,0
"1183","MH937507",0,0
"1184","MH937508",0,0
"1185","MH937509",0,0
"1186","MH937510",0,0
"1187","MH937511",0,0
"1188","MH972260",0,0
"1189","MH973661",0,0
"1190","MH973662",0,0
"1191","MH973663",0,0
"1192","MH983004",0,0
"1193","MH999280",0,0
"1194","MK017819",0,0
"1195","MK017820",0,0
"1196","MK044829",0,0
"1197","MK075001",0,0
"1198","MK075002",0,0
"1199","MK075003",0,0
"1200","MK075004",0,0
"1201","MK075005",0,0
"1202","MK075006",0,0
"1203","MK085976",0,0
"1204","MK125140",0,0
"1205","MK202159",0,0
"1206","MK202160",0,0
"1207","MK202161",0,0
"1208","MK211557",0,0
"1209","MK215646",0,0
"1210","MK250904",0,0
"1211","MK268686",0,0
"1212","MK290764",0,0
"1213","MK301442",0,0
"1214","MK301443",0,0
"1215","MK331930",0,0
"1216","MK331931",0,0
"1217","MK348510",0,0
"1218","MK360024",0,0
"1219","MK417514",0,0
"1220","MK417515",0,0
"1221","MK417516",0,0
"1222","MK448665",0,0
"1223","MK448667",0,0
"1224","MK448671",0,0
"1225","MK448672",0,0
"1226","MK448673",0,0
"1227","MK448675",0,0
"1228","MK448676",0,0
"1229","MK448677",0,0
"1230","MK448678",0,0
"1231","MK448679",0,0
"1232","MK448680",0,0
"1233","MK448681",0,0
"1234","MK448682",0,0
"1235","MK448683",0,0
"1236","MK448684",0,0
"1237","MK448685",0,0
"1238","MK448686",0,0
"1239","MK448688",0,0
"1240","MK448689",0,0
"1241","MK448690",0,0
"1242","MK448691",0,0
"1243","MK448693",0,0
"1244","MK448694",0,0
"1245","MK448696",0,0
"1246","MK448697",0,0
"1247","MK448698",0,0
"1248","MK448699",0,0
"1249","MK448700",0,0
"1250","MK448701",0,0
"1251","MK448702",0,0
"1252","MK448704",0,0
"1253","MK448705",0,0
"1254","MK448706",0,0
"1255","MK448707",0,0
"1256","MK448708",0,0
"1257","MK448709",0,0
"1258","MK448710",0,0
"1259","MK448711",0,0
"1260","MK448712",0,0
"1261","MK448714",0,0
"1262","MK448716",0,0
"1263","MK448718",0,0
"1264","MK448720",0,0
"1265","MK448721",0,0
"1266","MK448723",0,0
"1267","MK448724",0,0
"1268","MK448727",0,0
"1269","MK448729",0,0
"1270","MK448732",0,0
"1271","MK448733",0,0
"1272","MK448734",0,0
"1273","MK448735",0,0
"1274","MK448736",0,0
"1275","MK448737",0,0
"1276","MK448738",0,0
"1277","MK448739",0,0
"1278","MK448740",0,0
"1279","MK448742",0,0
"1280","MK448743",0,0
"1281","MK448746",0,0
"1282","MK448747",0,0
"1283","MK448748",0,0
"1284","MK448749",0,0
"1285","MK448750",0,0
"1286","MK448751",0,0
"1287","MK448753",0,0
"1288","MK448754",0,0
"1289","MK448755",0,0
"1290","MK448756",0,0
"1291","MK448760",0,0
"1292","MK448761",0,0
"1293","MK448762",0,0
"1294","MK448763",0,0
"1295","MK448764",0,0
"1296","MK448765",0,0
"1297","MK448766",0,0
"1298","MK448767",0,0
"1299","MK448768",0,0
"1300","MK448769",0,0
"1301","MK448770",0,0
"1302","MK448771",0,0
"1303","MK448772",0,0
"1304","MK448773",0,0
"1305","MK448774",0,0
"1306","MK448775",0,0
"1307","MK448777",0,0
"1308","MK448778",0,0
"1309","MK448779",0,0
"1310","MK448781",0,0
"1311","MK448782",0,0
"1312","MK448783",0,0
"1313","MK448784",0,0
"1314","MK448785",0,0
"1315","MK448786",0,0
"1316","MK448788",0,0
"1317","MK448789",0,0
"1318","MK448790",0,0
"1319","MK448791",0,0
"1320","MK448792",0,0
"1321","MK448793",0,0
"1322","MK448794",0,0
"1323","MK448795",0,0
"1324","MK448796",0,0
"1325","MK448797",0,0
"1326","MK448798",0,0
"1327","MK448801",0,0
"1328","MK448803",0,0
"1329","MK448804",0,0
"1330","MK448806",1,1
"1331","MK448808",0,0
"1332","MK448812",0,0
"1333","MK448813",0,0
"1334","MK448814",0,0
"1335","MK448816",0,0
"1336","MK448817",0,0
"1337","MK448820",0,0
"1338","MK448821",0,0
"1339","MK448822",0,0
"1340","MK448823",0,0
"1341","MK448824",0,0
"1342","MK448829",0,0
"1343","MK448830",0,0
"1344","MK448831",0,0
"1345","MK448832",0,0
"1346","MK448833",0,0
"1347","MK448834",0,0
"1348","MK448837",0,0
"1349","MK448838",0,0
"1350","MK448839",0,0
"1351","MK448841",0,0
"1352","MK448842",0,0
"1353","MK448843",0,0
"1354","MK448844",0,0
"1355","MK448845",0,0
"1356","MK448848",0,0
"1357","MK448849",0,0
"1358","MK448850",0,0
"1359","MK448851",0,0
"1360","MK448852",0,0
"1361","MK448853",0,0
"1362","MK448854",0,0
"1363","MK448855",0,0
"1364","MK448856",0,0
"1365","MK448857",0,0
"1366","MK448858",0,0
"1367","MK448859",0,0
"1368","MK448860",0,0
"1369","MK448861",0,0
"1370","MK448862",0,0
"1371","MK448864",0,0
"1372","MK448865",0,0
"1373","MK448866",0,0
"1374","MK448867",0,0
"1375","MK448868",0,0
"1376","MK448869",0,0
"1377","MK448870",0,0
"1378","MK448871",0,0
"1379","MK448873",0,0
"1380","MK448874",0,0
"1381","MK448875",0,0
"1382","MK448877",0,0
"1383","MK448878",0,0
"1384","MK448879",0,0
"1385","MK448880",0,0
"1386","MK448881",0,0
"1387","MK448882",0,0
"1388","MK448884",0,0
"1389","MK448885",0,0
"1390","MK448886",0,0
"1391","MK448887",0,0
"1392","MK448889",0,0
"1393","MK448890",0,0
"1394","MK448891",0,0
"1395","MK448893",0,0
"1396","MK448895",0,0
"1397","MK448896",0,0
"1398","MK448897",0,0
"1399","MK448898",0,0
"1400","MK448899",0,0
"1401","MK448900",0,0
"1402","MK448901",0,0
"1403","MK448902",0,0
"1404","MK448903",0,0
"1405","MK448904",0,0
"1406","MK448905",0,0
"1407","MK448907",0,0
"1408","MK448908",0,0
"1409","MK448909",0,0
"1410","MK448910",0,0
"1411","MK448911",0,0
"1412","MK448912",0,0
"1413","MK448913",0,0
"1414","MK448914",0,0
"1415","MK448915",0,0
"1416","MK448916",0,0
"1417","MK448917",0,0
"1418","MK448918",0,0
"1419","MK448919",0,0
"1420","MK448921",0,0
"1421","MK448924",0,0
"1422","MK448925",0,0
"1423","MK448926",0,0
"1424","MK448927",0,0
"1425","MK448929",0,0
"1426","MK448930",0,0
"1427","MK448931",0,0
"1428","MK448933",0,0
"1429","MK448934",0,0
"1430","MK448937",0,0
"1431","MK448938",0,0
"1432","MK448941",0,0
"1433","MK448942",0,0
"1434","MK448943",0,0
"1435","MK448944",0,0
"1436","MK448945",0,0
"1437","MK448946",0,0
"1438","MK448947",0,0
"1439","MK448948",0,0
"1440","MK448949",0,0
"1441","MK448950",0,0
"1442","MK448951",0,0
"1443","MK448952",0,0
"1444","MK448953",0,0
"1445","MK448954",0,0
"1446","MK448955",0,0
"1447","MK448956",0,0
"1448","MK448957",0,0
"1449","MK448958",0,0
"1450","MK448959",0,0
"1451","MK448960",0,0
"1452","MK448961",0,0
"1453","MK448962",0,0
"1454","MK448963",0,0
"1455","MK448964",0,0
"1456","MK448965",0,0
"1457","MK448966",0,0
"1458","MK448967",0,0
"1459","MK448968",0,0
"1460","MK448969",0,0
"1461","MK448970",0,0
"1462","MK448971",0,0
"1463","MK448972",0,0
"1464","MK448973",0,0
"1465","MK448974",0,0
"1466","MK448975",0,0
"1467","MK448976",0,0
"1468","MK448977",0,0
"1469","MK448978",0,0
"1470","MK448980",0,0
"1471","MK448981",0,0
"1472","MK448982",0,0
"1473","MK448984",0,0
"1474","MK448985",0,0
"1475","MK448986",0,0
"1476","MK448987",0,0
"1477","MK448988",0,0
"1478","MK448989",0,0
"1479","MK448990",0,0
"1480","MK448993",0,0
"1481","MK448995",0,0
"1482","MK448996",0,0
"1483","MK448997",0,0
"1484","MK448998",0,0
"1485","MK449000",0,0
"1486","MK449002",0,0
"1487","MK449003",0,0
"1488","MK449004",0,0
"1489","MK449005",0,0
"1490","MK449006",0,0
"1491","MK449008",0,0
"1492","MK449009",0,0
"1493","MK449010",0,0
"1494","MK449012",0,0
"1495","MK450538",0,0
"1496","MK473382",0,0
"1497","MK504443",0,0
"1498","MK504444",2,1
"1499","MK504446",0,0
"1500","MK560763",0,0
"1501","MK570225",0,0
"1502","MK584893",0,0
"1503","MK618716",0,0
"1504","MK656892",0,0
"1505","MK658834",0,0
"1506","MK693030",0,0
"1507","MK721186",0,0
"1508","MK721187",0,0
"1509","MK721189",0,0
"1510","MK721190",0,0
"1511","MK721191",0,0
"1512","MK721192",0,0
"1513","MK721194",0,0
"1514","MK721199",0,0
"1515","MK721200",0,0
"1516","MK759918",0,0
"1517","MK764384",0,0
"1518","MK779875",0,0
"1519","MK792752",1,1
"1520","MK800154",0,0
"1521","MK801680",0,0
"1522","MK801681",0,0
"1523","MK801682",0,0
"1524","MK801683",0,0
"1525","MK843319",0,0
"1526","MK903033",0,0
"1527","MK922546",0,0
"1528","MK922547",0,0
"1529","MK922548",0,0
"1530","MK936476",0,0
"1531","MK940809",0,0
"1532","MK982307",0,0
"1533","MN013088",0,0
"1534","MN013089",1,1
"1535","MN027503",0,0
"1536","MN028536",0,0
"1537","MN038176",0,0
"1538","MN038178",0,0
"1539","MN038179",0,0
"1540","MN043729",0,0
"1541","MN043730",0,0
"1542","MN045228",0,0
"1543","MN047438",0,0
"1544","MN065183",0,0
"1545","MN082625",0,0
"1546","MN091625",0,0
"1547","MN098325",0,0
"1548","MN103542",0,0
"1549","MN114082",0,0
"1550","MN114083",0,0
"1551","MN128593",0,0
"1552","MN128594",1,1
"1553","MN150686",0,0
"1554","MN150710",0,0
"1555","MN153503",0,0
"1556","MN172529",1,1
"1557","MN176219",0,0
"1558","MN176220",0,0
"1559","MN176221",0,0
"1560","MN176228",0,0
"1561","MN176230",0,0
"1562","MN176231",0,0
"1563","MN176232",0,0
"1564","MN241318",0,0
"1565","MN270279",0,0
"1566","MN304941",0,0
"1567","MN336261",0,0
"1568","MN336262",0,0
"1569","MN336263",0,0
"1570","MN337887",0,0
"1571","MN417334",0,0
"1572","MN524845",0,0
"1573","MN528768",0,0
"1574","MN534315",0,0
"1575","MN534316",0,0
"1576","MN534317",0,0
"1577","MN534318",0,0
"1578","MN534319",0,0
"1579","MN534320",0,0
"1580","MN539736",0,0
"1581","MN539737",0,0
"1582","MN539738",0,0
"1583","MN552144",0,0
"1584","MN552149",0,0
"1585","MN552150",0,0
"1586","MN689503",0,0
"1587","MN689504",0,0
"1588","MN689505",0,0
"1589","MN689506",0,0
"1590","MN689507",0,0
"1591","MN689508",0,0
"1592","MN689509",0,0
"1593","MN689510",0,0
"1594","MN689511",0,0
"1595","MN689512",0,0
"1596","MN689513",0,0
"1597","MN689514",0,0
"1598","MN689515",0,0
"1599","MN689523",0,0
"1600","MN689526",0,0
"1601","MN689527",0,0
"1602","MN689528",0,0
"1603","MN689529",0,0
"1604","MN689531",0,0
"1605","MN689532",0,0
"1606","MN689533",0,0
"1607","MN718463",0,0
"1608","MN830254",0,0
"1609","MN830255",0,0
"1610","MN830256",0,0
"1611","MN830257",0,0
"1612","MN830258",0,0
"1613","MN830259",0,0
"1614","MN854830",0,0
"1615","MN857617",0,0
"1616","MN871443",0,0
"1617","MN882550",0,0
"1618","MN882554",0,0
"1619","MN904502",1,1
"1620","MN904510",0,0
"1621","MN935200",0,0
"1622","MN938931",0,0
"1623","MN939408",0,0
"1624","MN939539",1,1
"1625","MN939540",1,1
"1626","MN995824",0,0
"1627","MT013111",0,0
"1628","MT080582",0,0
"1629","MT080583",0,0
"1630","MT080584",0,0
"1631","MT080585",0,0
"1632","MT080586",0,0
"1633","MT080587",0,0
"1634","MT080588",0,0
"1635","MT080589",0,0
"1636","MT080590",0,0
"1637","MT080591",0,0
"1638","MT080592",0,0
"1639","MT080593",0,0
"1640","MT080594",0,0
"1641","MT080595",0,0
"1642","MT080596",0,0
"1643","MT080597",0,0
"1644","MT080598",0,0
"1645","MT080599",0,0
"1646","MT080600",0,0
"1647","MT080601",0,0
"1648","MT080602",0,0
"1649","MT080603",0,0
"1650","MT104122",0,0
"1651","MT119359",0,0
"1652","MT135293",0,0
"1653","MT136606",0,0
"1654","MT151386",0,0
"1655","MT151604",0,0
"1656","MT178766",1,1
"1657","MT178767",1,1
"1658","MT193276",0,0
"1659","MT210152",0,0
"1660","MT226657",0,0
"1661","MT325768",1,1
"1662","MT338525",0,0
"1663","MT350292",0,0
"1664","MT350293",0,0
"1665","MT366568",0,0
"1666","MT366945",0,0
"1667","MT366946",0,0
"1668","MT366947",0,0
"1669","MT366948",0,0
"1670","MT410774",0,0
"1671","MT411892",0,0
"1672","MT416612",0,0
"1673","MT422786",0,0
"1674","MT423823",0,0
"1675","MT423824",0,0
"1676","MT430910",0,0
"1677","MT438761",1,1
"1678","MT459794",6,1
"1679","MT500540",0,0
"1680","MT514532",0,0
"1681","MT520979",0,0
"1682","MT554104",0,0
"1683","MT584805",0,0
"1684","MT596497",0,0
"1685","MT596498",0,0
"1686","MT596501",0,0
"1687","MT596502",0,0
"1688","MT596503",0,0
"1689","MT596504",0,0
"1690","MT596505",0,0
"1691","MT596506",0,0
"1692","MT601270",0,0
"1693","MT601271",0,0
"1694","MT601272",0,0
"1695","MT601273",0,0
"1696","MT601274",0,0
"1697","MT627482",0,0
"1698","MT661597",0,0
"1699","MT661598",0,0
"1700","MT668623",1,1
"1701","MT668624",1,1
"1702","MT700412",0,0
"1703","MT724048",0,0
"1704","MT745954",0,0
"1705","MT745955",0,0
"1706","MT745956",0,0
"1707","MT747435",0,0
"1708","MT758689",0,0
"1709","MT786458",0,0
"1710","MT787017",0,0
"1711","MT829326",0,0
"1712","MT856905",0,0
"1713","MT857001",0,0
"1714","MT880870",0,0
"1715","MT880871",0,0
"1716","MT899504",0,0
"1717","MT900487",0,0
"1718","MT900488",0,0
"1719","MT909815",0,0
"1720","MT926124",0,0
"1721","MT939240",0,0
"1722","MT956952",0,0
"1723","MT980836",0,0
"1724","MT980837",0,0
"1725","MT980838",0,0
"1726","MT980839",0,0
"1727","MT980840",0,0
"1728","MT980841",0,0
"1729","MW001214",0,0
"1730","MW004544",0,0
"1731","MW004545",0,0
"1732","MW041632",0,0
"1733","MW041635",0,0
"1734","MW041636",0,0
"1735","MW041638",0,0
"1736","MW057920",7,1
"1737","MW147366",0,0
"1738","MW192778",0,0
"1739","MW221967",0,0
"1740","MW238767",0,0
"1741","MW281503",0,0
"1742","MW286254",0,0
"1743","MW354667",0,0
"1744","MW354668",4,1
"1745","MW354670",4,1
"1746","MW363798",0,0
"1747","MW363799",0,0
"1748","MW364971",0,0
"1749","MW364972",0,0
"1750","MW364973",0,0
"1751","MW364974",0,0
"1752","MW364975",0,0
"1753","MW392803",0,0
"1754","MW394467",0,0
"1755","MW419084",0,0
"1756","MW419085",0,0
"1757","MW419086",0,0
"1758","MW419087",0,0
"1759","MW430345",0,0
"1760","MW460250",0,0
"1761","MW476489",0,0
"1762","MW476490",0,0
"1763","MW478289",0,0
"1764","MW478290",0,0
"1765","MW478291",0,0
"1766","MW478292",0,0
"1767","MW495853",0,0
"1768","MW512570",0,0
"1769","MW512571",0,0
"1770","MW512572",0,0
"1771","MW512573",0,0
"1772","MW528836",0,0
"1773","MW546064",0,0
"1774","MW546065",0,0
"1775","MW546066",0,0
"1776","MW546067",0,0
"1777","MW546068",0,0
"1778","MW546069",0,0
"1779","MW546070",0,0
"1780","MW546071",0,0
"1781","MW546072",0,0
"1782","MW546073",0,0
"1783","MW546074",0,0
"1784","MW546075",0,0
"1785","MW546077",0,0
"1786","MW554488",0,0
"1787","MW584228",0,0
"1788","MW596414",0,0
"1789","MW627293",0,0
"1790","MW633168",0,0
"1791","MW650841",0,0
"1792","MW677132",0,0
"1793","MW749002",0,0
"1794","MW749006",0,0
"1795","MW749007",0,0
"1796","MW787012",0,0
"1797","MW815121",0,0
"1798","MW846279",0,0
"1799","MW864250",0,0
"1800","MW864251",0,0
"1801","MW864252",0,0
"1802","MW924497",0,0
"1803","MW924889",0,0
"1804","MW927511",0,0
"1805","MW927512",0,0
"1806","MW927513",0,0
"1807","MW927514",0,0
"1808","MW927515",0,0
"1809","MW927516",0,0
"1810","MW927517",0,0
"1811","MW927518",0,0
"1812","MW927519",0,0
"1813","MW927520",0,0
"1814","MW927521",0,0
"1815","MW927522",0,0
"1816","MW927523",0,0
"1817","MW927524",0,0
"1818","MW927525",0,0
"1819","MZ041098",0,0
"1820","MZ089978",0,0
"1821","MZ089979",0,0
"1822","MZ090946",0,0
"1823","MZ092003",0,0
"1824","MZ147816",0,0
"1825","MZ182246",0,0
"1826","MZ272341",0,0
"1827","MZ308445",0,0
"1828","MZ326865",0,0
"1829","MZ333456",0,0
"1830","MZ333457",0,0
"1831","MZ333458",0,0
"1832","MZ333461",0,0
"1833","MZ333462",0,0
"1834","MZ359091",0,0
"1835","MZ361825",0,0
"1836","MZ361827",0,0
"1837","MZ398135",0,0
"1838","MZ398136",0,0
"1839","MZ399596",0,0
"1840","MZ401006",0,0
"1841","MZ401008",7,1
"1842","MZ401009",7,1
"1843","MZ417315",0,0
"1844","MZ417316",0,0
"1845","MZ417317",0,0
"1846","MZ417318",0,0
"1847","MZ417319",0,0
"1848","MZ417320",0,0
"1849","MZ417321",0,0
"1850","MZ417322",0,0
"1851","MZ417323",0,0
"1852","MZ417324",0,0
"1853","MZ417325",0,0
"1854","MZ417326",0,0
"1855","MZ417327",0,0
"1856","MZ417328",0,0
"1857","MZ417329",0,0
"1858","MZ417330",0,0
"1859","MZ417331",0,0
"1860","MZ417332",0,0
"1861","MZ417333",0,0
"1862","MZ417334",0,0
"1863","MZ417335",0,0
"1864","MZ417337",0,0
"1865","MZ417340",0,0
"1866","MZ417344",0,0
"1867","MZ417345",0,0
"1868","MZ417346",0,0
"1869","MZ417347",0,0
"1870","MZ417349",0,0
"1871","MZ417350",0,0
"1872","MZ417351",0,0
"1873","MZ417352",0,0
"1874","MZ417353",0,0
"1875","MZ417354",0,0
"1876","MZ420150",0,0
"1877","MZ427930",0,0
"1878","MZ488273",0,0
"1879","MZ501260",0,0
"1880","MZ501261",0,0
"1881","MZ501262",0,0
"1882","MZ501263",0,0
"1883","MZ501264",0,0
"1884","MZ501265",0,0
"1885","MZ570582",0,0
"1886","MZ573780",0,0
"1887","MZ573923",0,0
"1888","MZ643272",0,0
"1889","MZ666130",0,0
"1890","MZ751040",0,0
"1891","MZ955869",0,0
"1892","MZ969646",0,0
"1893","MZ983385",0,0
"1894","MZ995505",0,0
"1895","OK173051",0,0
"1896","OK247671",0,0
"1897","OK283618",0,0
"1898","OK349510",0,0
"1899","OK499976",0,0
"1900","OK499977",0,0
"1901","OK499979",0,0
"1902","OK499983",0,0
"1903","OK499990",0,0
"1904","OK499999",0,0
"1905","OK500001",0,0
"1906","OK500002",0,0
"1907","OL362280",0,0
"1908","OL436245",0,0
"1909","OL436246",0,0
"1910","OL505084",0,0
"1911","OL505085",0,0
"1912","OL539449",0,0
"1913","OL547738",7,1
"1914","OL580764",0,0
"1915","OL690335",0,0
"1916","OL741057",0,0
"1917","OL774867",0,0
"1918","OL774868",0,0
"1919","OL774869",0,0
"1920","OL774870",0,0
"1921","OL774871",0,0
"1922","OL774872",0,0
"1923","OL774873",0,0
"1924","OL774875",0,0
"1925","OL774877",0,0
"1926","OL799256",0,0
"1927","OL799257",0,0
"1928","OL799258",0,0
"1929","OL799260",0,0
"1930","OL840290",0,0
"1931","OL870611",0,0
"1932","OL870612",0,0
"1933","OL960567",0,0
"1934","OL960568",0,0
"1935","OL960569",0,0
"1936","OL960570",0,0
"1937","OL963532",0,0
"1938","OL964058",0,0
"1939","OM030343",0,0
"1940","OM112209",0,0
"1941","OM112210",0,0
"1942","OM135992",1,1
"1943","OM236513",0,0
"1944","OM236514",0,0
"1945","OM236515",0,0
"1946","OM240926",4,1
"1947","OM240927",4,1
"1948","OM240928",4,1
"1949","OM240929",4,1
"1950","OM249958",4,1
"1951","OM293948",0,0
"1952","OM293949",0,0
"1953","OM304856",0,0
"1954","OM350011",0,0
"1955","OM350012",0,0
"1956","OM350013",0,0
"1957","OM373548",0,0
"1958","OM373550",0,0
"1959","OM373551",0,0
"1960","OM373552",0,0
"1961","OM373553",0,0
"1962","OM373554",0,0
"1963","OM373556",0,0
"1964","OM373557",0,0
"1965","OM373558",0,0
"1966","OM373559",0,0
"1967","OM373561",0,0
"1968","OM439662",0,0
"1969","OM439663",0,0
"1970","OM439664",0,0
"1971","OM439665",0,0
"1972","OM439666",0,0
"1973","OM439667",0,0
"1974","OM439668",0,0
"1975","OM439669",0,0
"1976","OM439670",0,0
"1977","OM439671",0,0
"1978","OM439672",0,0
"1979","OM439673",0,0
"1980","OM439674",0,0
"1981","OM439675",0,0
"1982","OM638104",0,0
"1983","OM687507",0,0
"1984","OM687508",0,0
"1985","OM687509",0,0
"1986","OM687510",0,0
"1987","OM728296",0,0
"1988","OM728298",0,0
"1989","OM728299",0,0
"1990","OM728300",0,0
"1991","OM728301",0,0
"1992","OM728302",0,0
"1993","OM728303",0,0
"1994","OM728304",0,0
"1995","OM743306",0,0
"1996","OM850391",0,0
"1997","OM850392",0,0
"1998","OM966901",0,0
"1999","OM982668",0,0
"2000","OM982669",0,0
"2001","OM982670",0,0
"2002","OM982671",0,0
"2003","OM982672",0,0
"2004","OM982673",0,0
"2005","OM982674",0,0
"2006","ON086985",0,0
"2007","ON107264",0,0
"2008","ON113167",0,0
"2009","ON113168",0,0
"2010","ON113169",0,0
"2011","ON113170",0,0
"2012","ON113171",0,0
"2013","ON113172",0,0
"2014","ON113173",0,0
"2015","ON113174",0,0
"2016","ON113175",0,0
"2017","ON113176",0,0
"2018","ON113177",0,0
"2019","ON113178",0,0
"2020","ON113179",0,0
"2021","ON113180",0,0
"2022","ON113334",0,0
"2023","ON113344",0,0
"2024","ON113345",0,0
"2025","ON125307",0,0
"2026","ON153212",0,0
"2027","ON286976",0,0
"2028","ON325435",0,0
"2029","ON366411",0,0
"2030","ON453898",0,0
"2031","ON453899",0,0
"2032","ON453900",0,0
"2033","ON453901",0,0
"2034","ON456151",0,0
"2035","ON506927",0,0
"2036","ON506928",0,0
"2037","ON513432",0,0
"2038","ON528935",0,0
"2039","ON550478",0,0
"2040","ON571632",0,0
"2041","ON699007",0,0
"2042","ON741189",0,0
"2043","ON814134",0,0
"2044","ON814135",0,0
"2045","ON814136",0,0
"2046","ON856257",0,0
"2047","ON856258",0,0
"2048","ON866946",0,0
"2049","ON911714",0,0
"2050","ON911715",0,0
"2051","ON911716",0,0
"2052","ON911717",0,0
"2053","ON911718",0,0
"2054","ON975036",0,0
"2055","ON989481",0,0
"2056","OP022426",0,0
"2057","OP038318",0,0
"2058","OP038319",0,0
"2059","OP038320",0,0
"2060","OP039102",0,0
"2061","OP066531",0,0
"2062","OP136131",0,0
"2063","OP136132",0,0
"2064","OP136133",0,0
"2065","OP136134",0,0
"2066","OP136135",0,0
"2067","OP142323",0,0
"2068","OP168678",0,0
"2069","OP172635",0,0
"2070","OP172636",0,0
"2071","OP172637",0,0
"2072","OP172752",0,0
"2073","OP172758",1,1
"2074","OP172775",0,0
"2075","OP172779",0,0
"2076","OP172780",0,0
"2077","OP172781",0,0
"2078","OP172782",0,0
"2079","OP172783",0,0
"2080","OP172797",0,0
"2081","OP172798",0,0
"2082","OP172799",0,0
"2083","OP172800",0,0
"2084","OP172801",0,0
"2085","OP172802",0,0
"2086","OP172803",0,0
"2087","OP172804",0,0
"2088","OP172805",0,0
"2089","OP172806",0,0
"2090","OP172807",0,0
"2091","OP235318",0,0
"2092","OP254195",0,0
