"","Accession","Host","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","X","gtdb_f","f_spor","newgtdb_Domain","hostspec_phage_spor","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","sequence_id","predicted_label","p_temperate","p_virulent","host_phage_spor","sporulation","lifestyle","host_phyla","newgtdb_Phylum2","cluster","ref"
"34","AB711120","Bacillus","Bacillus phage PM1","Bacillus phage PM1 Pemunavirus PM1 Pemunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",50861,FALSE,"41.285","DNA","01-JUN-2013",89,"100","0","90.6529560960264",NA,0,"Pemunavirus","Pemunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis subsp. natto",10934,"Bacillaceae","TRUE","Bacteria","Bacillota_Temp_Spor","Bacillota","Bacilli","Bacillales",30665,"temperate","0.8264286605391292","0.17357133946087078","Bacillota_Temp_Spor","Spor","Temp","Bacillota","Bacillota_Spor","0_853","ref_seq"
"35","AB712291","Enterococcus","Enterococcus phage BC611","Enterococcus phage BC611 Saphexavirus BC611 Saphexavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53996,FALSE,"40.449","DNA","22-SEP-2012",80,"91.25","8.75","85.5044818134677",NA,1,"Saphexavirus","Saphexavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Enterococcus faecalis",41473,"Enterococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Lactobacillales",30859,"virulent","0.16662186392196687","0.833378136078033","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_819","ref_seq"
"36","AB716666","Klebsiella","Klebsiella phage NTUH-K2044-K1-1","Klebsiella phage NTUH-K2044-K1-1 Drulisvirus K244 Drulisvirus Slopekvirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43871,FALSE,"54.179","DNA","13-AUG-2015",53,"100","0","92.1109616831164",NA,0,"Drulisvirus","Drulisvirus","Slopekvirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",29911,"virulent","0.0028825866069486553","0.9971174133930514","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"37","AB720063","Xanthomonas","Xanthomonas phage CP1","Xanthomonas phage CP1 Klementvirus CP1 Klementvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43870,FALSE,"53.310","DNA","11-NOV-2022",54,"59.2592592592593","40.7407407407407","89.7538180989286",NA,0,"Klementvirus","Klementvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Xanthomonas citri",136150,"Xanthomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",15119,"virulent","0.06573927323594077","0.9342607267640592","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"38","AB720064","Xanthomonas","Xanthomonas citri phage CP2","Xanthomonas citri phage CP2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42963,FALSE,"67.018","DNA","26-DEC-2013",53,"66.0377358490566","33.9622641509434","93.9669017526709",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Xanthomonas citri",136150,"Xanthomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",30497,"temperate","0.9699090257266482","0.030090974273351882","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"39","AB731695","Helicobacter","Helicobacter phage KHP40","Helicobacter phage KHP40 Schmidvirus KHP40 Schmidvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",26449,FALSE,"35.941","DNA","02-JUL-2015",31,"100","0","93.3948353434913",NA,0,"Schmidvirus","Schmidvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Helicobacter pylori strain KMT83",52406,"Helicobacteraceae","FALSE","Bacteria","Campylobacterota_Temp_NonSpor","Campylobacterota","Campylobacteria","Campylobacterales",29971,"temperate","0.9850040339391752","0.014995966060824668","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Campylobacterota","not_run","not_run"
"40","AB746912","Nitratiruptor","Nitratiruptor phage NrS-1","Nitratiruptor phage NrS-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37159,FALSE,"40.609","DNA","01-JUN-2013",58,"53.448275862069","46.551724137931","93.6435318496192",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Nitratiruptor sp. SB155-2",77185,"Nitratiruptoraceae","FALSE","Bacteria","Campylobacterota_Temp_NonSpor","Campylobacterota","Campylobacteria","Campylobacterales",30664,"temperate","0.8069442276448604","0.19305577235513963","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Campylobacterota","not_run","not_run"
"41","AB757800","Edwardsiella","Edwardsiella phage KF-1","Edwardsiella phage KF-1 Kafunavirus KF1 Kafunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41549,FALSE,"48.276","DNA","25-APR-2013",46,"65.2173913043478","34.7826086956522","93.8939565332499",NA,0,"Kafunavirus","Kafunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",41090,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",30696,"virulent","0.021609469693697266","0.9783905303063027","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"42","AB757801","Edwardsiella","Edwardsiella phage IW-1","Edwardsiella phage IW-1 Kafunavirus KF1 Kafunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41684,FALSE,"48.282","DNA","25-APR-2013",46,"67.3913043478261","32.6086956521739","94.1584300930813",NA,0,"Kafunavirus","Kafunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",41090,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",30695,"virulent","0.020481183796591557","0.9795188162034084","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"43","AB767244","Edwardsiella","Edwardsiella phage MSW-3","Edwardsiella phage MSW-3 Yokohamavirus MSW3 Yokohamavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42746,FALSE,"53.100","DNA","25-APR-2013",67,"65.6716417910448","34.3283582089552","92.9139568614607",NA,0,"Yokohamavirus","Yokohamavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",41090,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",30694,"virulent","0.013100121602827567","0.9868998783971724","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"44","AB775548","Pseudomonas","Pseudomonas phage PPpW-3","Pseudomonas phage PPpW-3 Hiroshimavirus PPpW3 Hiroshimavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43564,FALSE,"61.110","DNA","07-MAY-2016",64,"87.5","12.5","93.6116977320724",NA,1,"Hiroshimavirus","Hiroshimavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",29433,"temperate","0.8419218775481543","0.15807812245184574","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"45","AB775549","Pseudomonas","Pseudomonas phage PPpW-4","Pseudomonas phage PPpW-4 Phutvirus PPpW4 Phutvirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41386,FALSE,"56.775","DNA","07-MAY-2016",50,"100","0","91.639684917605",NA,0,"Phutvirus","Phutvirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",29432,"virulent","0.004193787523950559","0.9958062124760494","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"46","AB797215","Klebsiella","Klebsiella phage 0507-KN2-1","Klebsiella phage 0507-KN2-1 Taipeivirus 0507KN21 Taipeivirus Ackermannviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",159991,FALSE,"46.705","DNA","28-OCT-2022",203,"66.0098522167488","33.9901477832512","90.9144889400029",NA,5,"Taipeivirus","Taipeivirus","Unclassified","Ackermannviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",15161,"virulent","0.023304938678460677","0.9766950613215394","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"47","AB823818","Geobacillus","Geobacillus phage phiOH2","Geobacillus phage phiOH2 Viruses",38099,FALSE,"44.689","DNA","15-NOV-2024",61,"9.83606557377049","90.1639344262295","93.0733090107352",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Unspecified",8730,"Anoxybacillaceae","TRUE","Bacteria","Bacillota_Temp_Spor","Bacillota","Bacilli","Bacillales",94,"temperate","0.8353583234974407","0.1646416765025594","Bacillota_Temp_Spor","Spor","Temp","Bacillota","Bacillota_Spor","0_1771","ref_seq"
"48","AB828698","Ralstonia","Ralstonia phage RSS30","Ralstonia phage RSS30 Inoviridae Tubulavirales Faserviricetes Hofneiviricota Loebvirae Monodnaviria Viruses",8576,FALSE,"61.719","DNA","06-JUL-2013",21,"76.1904761904762","23.8095238095238","90.8465485074627",NA,0,"Inoviridae","Unclassified","Unclassified","Inoviridae","Tubulavirales","Faserviricetes","Hofneiviricota","Loebvirae","Monodnaviria","Group II","PHG","Ralstonia solanacearum",19887,"Burkholderiaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",30606,"temperate","0.9072801506760007","0.09271984932399926","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"49","AB853330","Staphylococcus","Staphylococcus phage S25-3","Staphylococcus phage S25-3 Kayvirus S253 Kayvirus Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",139738,FALSE,"30.219","DNA","02-JUL-2015",208,"73.5576923076923","26.4423076923077","90.5415849661509",NA,4,"Kayvirus","Kayvirus","Twortvirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Staphylococcales",29965,"virulent","0.037082330441584745","0.9629176695584154","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_416","ref_seq"
"50","AB853331","Staphylococcus","Staphylococcus phage S25-4","Staphylococcus phage S25-4 Kayvirus S254 Kayvirus Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",132123,FALSE,"30.309","DNA","02-JUL-2015",186,"68.2795698924731","31.7204301075269","89.6861258070132",NA,3,"Kayvirus","Kayvirus","Twortvirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Staphylococcales",29964,"virulent","0.039674474659781134","0.9603255253402189","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_513","ref_seq"
"51","AB854109","Ralstonia","Ralstonia phage RSB3","Ralstonia phage RSB3 Jiaoyazivirus RSB3 Jiaoyazivirus Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44578,FALSE,"61.032","DNA","03-OCT-2013",58,"100","0","93.2276010588183",NA,0,"Jiaoyazivirus","Jiaoyazivirus","Unclassified","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Ralstonia solanacearum",19887,"Burkholderiaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",30542,"virulent","0.2621996591858043","0.7378003408141958","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"52","AB863625","Ralstonia","Ralstonia phage RSK1","Ralstonia phage RSK1 Firingavirus RSK1 Firingavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40471,FALSE,"59.591","DNA","13-NOV-2013",57,"57.8947368421053","42.1052631578947","94.7345012478071",NA,0,"Firingavirus","Firingavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Ralstonia solanacearum",19887,"Burkholderiaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",30523,"temperate","0.834159094648844","0.16584090535115606","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"53","AB897757","Klebsiella","Klebsiella phage K64-1","Klebsiella phage K64-1 Alcyoneusvirus K641 Alcyoneusvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",346602,TRUE,"31.717","DNA","09-JUN-2015",540,"94.4444444444444","5.55555555555556","90.6555645957034",NA,7,"Alcyoneusvirus","Alcyoneusvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella pneumoniae",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",30007,"virulent","0.03605053029053018","0.9639494697094697","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"54","AB903967","Staphylococcus","Staphylococcus phage phiSA12","Staphylococcus phage phiSA12 Kayvirus SA12 Kayvirus Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",142094,FALSE,"30.310","DNA","21-JAN-2014",209,"73.2057416267943","26.7942583732057","90.5266935971962",NA,3,"Kayvirus","Kayvirus","Twortvirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Staphylococcales",30477,"virulent","0.05058079234201035","0.9494192076579896","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_346","ref_seq"
"55","AB910392","Pseudomonas","Pseudomonas phage KPP23","Pseudomonas phage KPP23 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",62774,FALSE,"55.999","DNA","02-JUL-2015",90,"32.2222222222222","67.7777777777778","87.5665084270558",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Pseduomonas aeruginosa",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",29963,"virulent","0.3499929771821119","0.6500070228178881","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"56","AB910393","Pseudomonas","Pseudomonas phage KPP25","Pseudomonas phage KPP25 Kochitakasuvirus KPP25 Kochitakasuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",64113,FALSE,"60.287","DNA","02-JUL-2015",88,"64.7727272727273","35.2272727272727","93.6455944972159",NA,0,"Kochitakasuvirus","Kochitakasuvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Pseudomonas aeruginosa",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",29962,"temperate","0.6388900390013214","0.36110996099867865","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"57","AB910602","Xanthomonas","Xanthomonas phage XacF1","Xanthomonas phage XacF1 Coriovirus Cf1c Coriovirus Inoviridae Tubulavirales Faserviricetes Hofneiviricota Loebvirae Monodnaviria Viruses",7325,FALSE,"58.171","DNA","18-JUL-2014",12,"83.3333333333333","16.6666666666667","94.1160409556314",NA,0,"Coriovirus","Coriovirus","Unclassified","Inoviridae","Tubulavirales","Faserviricetes","Hofneiviricota","Loebvirae","Monodnaviria","Group II","PHG","Xanthomonas axonopodis pv. citri",136150,"Xanthomonadaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",30330,"temperate","0.7234306788112295","0.2765693211887706","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"58","AB916497","Ralstonia","Ralstonia phage RS138","Ralstonia phage RS138 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41941,FALSE,"65.103","DNA","12-SEP-2015",52,"94.2307692307692","5.76923076923077","91.2710712667795",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Ralstonia solanacearum",19887,"Burkholderiaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",29861,"temperate","0.9220150313788128","0.07798496862118727","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"59","AB920995","Ralstonia","Ralstonia phage RSJ2","Ralstonia phage RSJ2 Risjevirus RSJ2 Risjevirus Okabevirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44360,FALSE,"60.911","DNA","23-AUG-2014",63,"100","0","92.6510369702435",NA,0,"Risjevirus","Risjevirus","Okabevirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Ralstonia solanacearum",19887,"Burkholderiaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",30303,"virulent","0.2378626998962663","0.7621373001037337","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"60","AB930182","Bacillus","Bacillus phage SPG24","Bacillus phage SPG24 Nitunavirus SPG24 Nitunavirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",152069,FALSE,"42.180","DNA","14-MAY-2014",225,"78.2222222222222","21.7777777777778","88.0988235603575",NA,4,"Nitunavirus","Nitunavirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis G24",10934,"Bacillaceae","TRUE","Bacteria","Bacillota_Lytic_Spor","Bacillota","Bacilli","Bacillales",30407,"virulent","0.07453153353440865","0.9254684664655913","Bacillota_Lytic_Spor","Spor","Lytic","Bacillota","Bacillota_Spor","0_200","ref_seq"
