Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Annotation Count Gene Total	CheckM marker set	CheckM completeness	CheckM contamination
ASM815178v1	GCF_008151785.1	GCA_008151785.1	Peptacetobacter hiranonis	89152		DSM 13275					GCF_008151785.1-RS_2025_12_13	2025-12-13	2521899	1	1	Complete Genome	2019-08-30		1	31.5							2359	Peptostreptococcaceae	99.34	0.33
45473_D02	GCF_900475675.1	GCA_900475675.1	Streptococcus lutetiensis	150055		NCTC13774					GCF_900475675.1-RS_2025_12_09	2025-12-09	1793521	1	1	Complete Genome	2018-06-17		1	37.5							1827	Streptococcus	98.97	0.06
ASM103862v1	GCF_001038625.1	GCA_001038625.1	Clostridium carboxidivorans P7	536227		P7					GCF_001038625.1-RS_2025_04_12	2025-04-12	5752782	2	2	Complete Genome	2015-06-24		2	30							5291	Clostridium	99.38	3.42
ASM411705v1	GCF_004117055.1	GCA_004117055.1	Brevibacillus agri	51101		DSM 6348					GCF_004117055.1-RS_2025_04_08	2025-04-08	5374818	1	1	Complete Genome	2019-01-29		1	53.5							5349	Brevibacillus	91.95	6.23
ASM105011v1	GCF_001050115.1	GCA_001050115.1	Bacillus smithii	1479		DSM 4216					GCF_001050115.1-RS_2025_04_26	2025-04-26	3381292	2	2	Complete Genome	2015-07-08		2	41							3174	Bacillus	98.67	0.29
ASM2245368v1	GCF_022453685.1	GCA_022453685.1	Agathobacter rectalis	39491		VPI 0990					GCF_022453685.1-RS_2025_12_13	2025-12-13	3451485	1	1	Complete Genome	2022-03-03		1	41.5							3381	Lachnospiraceae	98.44	
ASM2515024v1	GCF_025150245.1	GCA_025150245.1	Dorea formicigenerans	39486		ATCC 27755					GCF_025150245.1-RS_2025_04_07	2025-04-07	3188304	1	1	Complete Genome	2022-09-12		1	41							3120	Dorea	99.03	0.46
ASM1990v1	GCF_000019905.1	GCA_000019905.1	Exiguobacterium artemiae 255-15	262543		255-15					GCF_000019905.1-RS_2025_08_05	2025-08-05	3040786	3	3	Complete Genome	2008-04-03		3	47.5							3157	Exiguobacterium sibiricum	98.86	1.11
54984_A01	GCF_900638015.1	GCA_900638015.1	Listeria grayi	1641		NCTC 10812					GCF_900638015.1-RS_2025_12_13	2025-12-13	2751104	1	1	Complete Genome	2018-12-20		1	41.5							2747	Listeria	83.76	6.25
SBR5(T)	GCF_000981585.1	GCA_000981585.1	Paenibacillus riograndensis SBR5	1073571					SBR5(T)		GCF_000981585.1-RS_2025_12_11	2025-12-11	7919576	1	1	Complete Genome	2015-04-11		1	51							6824	Paenibacillus	98.56	1.87
ASM2514812v1	GCF_025148125.1	GCA_025148125.1	Blautia wexlerae DSM 19850	1121115		DSM 19850					GCF_025148125.1-RS_2025_02_27	2025-02-27	4685728	1	1	Complete Genome	2022-09-12		1	41.5							4454	Blautia wexlerae	98.67	1.85
ASM2514896v1	GCF_025148965.1	GCA_025148965.1	Intestinibacter bartlettii	261299		DSM 16795					GCF_025148965.1-RS_2025_03_25	2025-03-25	3006269	1	1	Complete Genome	2022-09-12		1	29							2790	Peptostreptococcaceae	100	
ASM2514776v1	GCF_025147765.1	GCA_025147765.1	Blautia obeum ATCC 29174	411459		ATCC 29174					GCF_025147765.1-RS_2025_04_07	2025-04-07	3649956	1	1	Complete Genome	2022-09-12		1	41.5							3504	Blautia	97.34	1.38
ASM2428v1	GCF_000024285.1	GCA_000024285.1	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	521098		DSM 446					GCF_000024285.1-RS_2025_11_20	2025-11-20	3205686	4	4	Complete Genome	2009-09-09		4	62							3219	Alicyclobacillus acidocaldarius	99.14	0.59
ASM1807536v1	GCF_018075365.1	GCA_018075365.1	Virgibacillus pantothenticus	1473		DSM 26					GCF_018075365.1-RS_2025_04_27	2025-04-27	4761851	1	1	Complete Genome	2021-04-19		1	37.5							4434	Bacillaceae	99.1	1.31
ASM118759v1	GCF_001187595.1	GCA_001187595.1	Anoxybacillus gonensis	198467		G2					GCF_001187595.1-RS_2025_03_28	2025-03-28	2803668	1	1	Complete Genome	2015-07-27		1	41.5							2984	Anoxybacillus	98.94	1.67
ASM301291v1	GCF_003012915.1	GCA_003012915.1	Staphylococcus felis	46127		ATCC 49168					GCF_003012915.1-RS_2025_04_27	2025-04-27	2479423	1	1	Complete Genome	2018-03-21		1	35							2380	Staphylococcus	97.96	2.99
ASM189112v1	GCF_001891125.1	GCA_001891125.1	Leuconostoc suionicum	1511761		DSM 20241					GCF_001891125.1-RS_2024_12_23	2024-12-23	2048833	2	2	Complete Genome	2016-12-08		2	37.5							2067	Leuconostoc	98.66	0.55
ASM1138719v1	GCF_011387195.1	GCA_011387195.1	Streptococcus ruminicola	2686210		CNU_G2					GCF_011387195.1-RS_2025_03_28	2025-03-28	2046950	2	2	Complete Genome	2020-03-17		2	37.5							2058	Streptococcus	99.87	0.45
ASM176154v1	GCF_001761545.1	GCA_001761545.1	Weissella soli	155866		KACC 11848					GCF_001761545.1-RS_2025_03_05	2025-03-05	1683184	1	1	Complete Genome	2016-10-13		1	43.5							1634	Weissella	98.03	2
SOV	GCF_000445445.2	GCA_000445445.2	Sporomusa ovata DSM 2662	1123288		DSM 2662					GCF_000445445.2-RS_2025_04_05	2025-04-05	5433971	1	1	Complete Genome	2024-04-05		1	43.5							5405	Selenomonadales	100	3.55
ASM2267424v1	GCF_022674245.1	GCA_022674245.1	Alicyclobacillus acidoterrestris	1450		DSM 3922					GCF_022674245.1-RS_2025_12_09	2025-12-09	4346939	2	2	Complete Genome	2022-03-22		2	52							4370	Alicyclobacillus	98.61	7.5
ASM412431v2	GCF_004124315.2	GCA_004124315.2	Bacillus cabrialesii	2487276		TE3					GCF_004124315.2-RS_2025_05_18	2025-05-18	4125766	1	1	Complete Genome	2022-05-09		1	44							4224	Bacillus	98.79	
ASM2909454v1	GCF_029094545.1	GCA_029094545.1	Alkalihalophilus pseudofirmus	79885		DSM 8715					GCF_029094545.1-RS_2025_07_08	2025-07-08	4239319	2	2	Complete Genome	2023-03-09		2	40							4392	Bacillaceae	99.14	1.45
ASM168758v2	GCF_001687585.2	GCA_001687585.2	Planococcus halocryophilus	1215089		DSM 24743					GCF_001687585.2-RS_2025_03_05	2025-03-05	3424893	1	1	Complete Genome	2016-11-01		1	40							3397	Planococcus	93.68	5.81
ASM4129557v1	GCF_041295575.1	GCA_041295575.1	Sporosarcina pasteurii	1474		DSM 33					GCF_041295575.1-RS_2024_11_20	2024-11-20	3298318	1	1	Complete Genome	2024-08-16		1	39							3213	Sporosarcina	87.2	6.57
ASM1612747v1	GCF_016127475.1	GCA_016127475.1	Anaerococcus vaginalis	33037		FDAARGOS_988					GCF_016127475.1-RS_2025_12_09	2025-12-09	1893964	1	1	Complete Genome	2020-12-20		1	29							1798	Anaerococcus	99.88	0.04
ASM1839405v1	GCF_018394055.1	GCA_018394055.1	Weissella ceti	759620		CECT 7719					GCF_018394055.1-RS_2025_12_09	2025-12-09	1505791	1	1	Complete Genome	2021-05-18		1	40.5							1577	Weissella	98.14	0.09
ASM47399v1	GCF_000473995.1	GCA_000473995.1	Clostridium saccharobutylicum DSM 13864	1345695		DSM 13864					GCF_000473995.1-RS_2025_04_11	2025-04-11	5107814	1	1	Complete Genome	2013-10-18		1	28.5							4549	Clostridium	98.76	0.62
ASM14368v1	GCF_000143685.1	GCA_000143685.1	Clostridium ljungdahlii DSM 13528	748727		DSM 13528					GCF_000143685.1-RS_2025_04_11	2025-04-11	4630065	1	1	Complete Genome	2010-07-12		1	31							4342	Clostridium	98.76	1.86
ASM3632347v1	GCF_036323475.1	GCA_036323475.1	Solobacterium moorei	102148		JCM10645					GCF_036323475.1-RS_2025_04_02	2025-04-02	2615268	1	1	Complete Genome	2023-10-05		1	37							2616	Solobacterium moorei	99.05	9.5
51184_A01	GCF_900637515.1	GCA_900637515.1	Veillonella dispar	39778		NCTC11831					GCF_900637515.1-RS_2025_04_07	2025-04-07	2116915	1	1	Complete Genome	2018-12-20		1	39							1984	Veillonella	99.95	0.05
ASM154310v1	GCF_001543105.1	GCA_001543105.1	Aerococcus christensenii	87541		CCUG28831					GCF_001543105.1-RS_2025_03_03	2025-03-03	1634920	1	1	Complete Genome	2016-02-01		1	39							1596	Aerococcus	75.09	2.99
ASM3309646v1	GCF_033096465.1	GCA_033096465.1	Blautia luti	89014		JCM 17040					GCF_033096465.1-RS_2025_02_27	2025-02-27	3741599	1	1	Complete Genome	2023-06-13		1	43							3496	Blautia	99.23	0.73
ASM22534v1	GCF_000225345.1	GCA_000225345.1	Roseburia hominis A2-183	585394		A2-183					GCF_000225345.1-RS_2025_12_13	2025-12-13	3592125	1	1	Complete Genome	2011-09-06		1	48.5							3348	Roseburia	97.48	0.86
ASM3435603v1	GCF_034356035.1	GCA_034356035.1	Blautia hydrogenotrophica DSM 10507	476272		DSM 10507					GCF_034356035.1-RS_2025_02_27	2025-02-27	3597785	2	2	Complete Genome	2023-12-13		2	45							3461	Blautia	99.53	0.08
ASM2515008v1	GCF_025150085.1	GCA_025150085.1	Dorea longicatena	88431		DSM 13814					GCF_025150085.1-RS_2025_02_27	2025-02-27	2919963	1	1	Complete Genome	2022-09-12		1	41.5							2810	Dorea longicatena	96.48	0.9
ASM372231v1	GCF_003722315.1	GCA_003722315.1	Thermoanaerobacter ethanolicus JW 200	509192		JW 200					GCF_003722315.1-RS_2025_11_23	2025-11-23	2911280	1	1	Complete Genome	2018-11-13		1	34							2903	Thermoanaerobacter	97.74	1.2
ASM19685v1	GCF_000196855.1	GCA_000196855.1	Leuconostoc gasicomitatum LMG 18811	762550		type strain: LMG 18811					GCF_000196855.1-RS_2025_04_08	2025-04-08	1954080	1	1	Complete Genome	2010-06-30		1	36.5							1981	Leuconostoc	99.22	
ASM2206v1	GCF_000022065.1	GCA_000022065.1	Ruminiclostridium cellulolyticum H10	394503		H10					GCF_000022065.1-RS_2025_04_07	2025-04-07	4068724	1	1	Complete Genome	2009-01-13		1	37.5							3559	Ruminococcaceae	98.76	3.26
TEGL	GCF_036812735.1	GCA_036812735.1	Terrisporobacter glycolicus ATCC 14880 = DSM 1288	1121315		DSM 1288					GCF_036812735.1-RS_2025_04_05	2025-04-05	4060596	2	2	Complete Genome	2024-04-05		2	28.5							3965	Peptostreptococcaceae	100	0.66
ASM3077033v1	GCF_030770335.1	GCA_030770335.1	Lacticaseibacillus zeae subsp. silagei	3068307		NCIMB 15474					GCF_030770335.1-RS_2025_07_31	2025-07-31	3046355	1	1	Complete Genome	2023-08-17		1	48							2835	Lactobacillaceae	98.91	0.76
ASM1472v1	GCF_000014725.1	GCA_000014725.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	335541		Goettingen					GCF_000014725.1-RS_2025_04_10	2025-04-10	2936195	1	1	Complete Genome	2006-09-14		1	45							2723	Syntrophomonadaceae	99.86	0.42
ASM75872v1	GCF_000758725.1	GCA_000758725.1	Paenibacillus odorifer	189426		DSM 15391					GCF_000758725.1-RS_2025_04_26	2025-04-26	6812473	1	1	Complete Genome	2014-09-22		1	44							6073	Paenibacillus	98.61	1.37
ASM224041v1	GCF_002240415.1	GCA_002240415.1	Paenibacillus kribbensis	172713		AM49					GCF_002240415.1-RS_2025_04_22	2025-04-22	5778702	1	1	Complete Genome	2017-08-03		1	47							5184	Paenibacillus	99.72	1.11
ASM2665187v1	GCF_026651875.1	GCA_026651875.1	Alicyclobacillus fastidiosus	392011		DSM 17978					GCF_026651875.1-RS_2025_08_05	2025-08-05	6035649	4	4	Complete Genome	2022-12-05		4	51							5937	Alicyclobacillus	98.2	11.62
ASM799515v1	GCF_007995155.1	GCA_007995155.1	Cytobacillus dafuensis	1742359		FJAT-25496					GCF_007995155.1-RS_2025_12_09	2025-12-09	4916069	1	1	Complete Genome	2019-08-14		1	37							4683	Bacillaceae	99.35	0.99
ASM2887747v1	GCF_028877475.1	GCA_028877475.1	Lysinibacillus irui	2998077		IRB4-01					GCF_028877475.1-RS_2025_11_23	2025-11-23	4698732	2	2	Complete Genome	2023-02-27		2	37.5							4736	Lysinibacillus	92.49	5.26
ASM2601364v1	GCF_026013645.1	GCA_026013645.1	Virgibacillus natechei	1216297		DSM 25609					GCF_026013645.1-RS_2025_11_26	2025-11-26	3867590	1	1	Complete Genome	2022-11-06		1	38.5							3885	Bacillaceae	98.32	1.61
ASM222464v1	GCF_002224645.1	GCA_002224645.1	Dehalobacterium formicoaceticum	51515		DMC					GCF_002224645.1-RS_2025_03_29	2025-03-29	3766545	1	1	Complete Genome	2017-07-24		1	43							3672	Peptococcaceae	92.54	2.61
ASM2875152v1	GCF_028751525.1	GCA_028751525.1	Alicyclobacillus cycloheptanicus	1457		SCH					GCF_028751525.1-RS_2025_12_10	2025-12-10	3617228	1	1	Complete Genome	2023-02-21		1	58.5							3458	Alicyclobacillus	95.35	3.25
ASM284439v1	GCF_002844395.1	GCA_002844395.1	Acetivibrio saccincola	1677857		GGR1					GCF_002844395.1-RS_2025_04_12	2025-04-12	3604547	1	1	Complete Genome	2017-12-18		1	35							3340	Ruminococcaceae	98.14	0.62
ASM4506107v1	GCF_045061075.1	GCA_045061075.1	Sellimonas intestinalis	1653434		JCM 30749(T)					GCF_045061075.1-RS_2024_11_21	2024-11-21	3228050	1	1	Complete Genome	2024-11-25		1	45.5							3138	Lachnospiraceae	99.38	0.62
ASM415495v1	GCF_004154955.1	GCA_004154955.1	Intestinimonas butyriciproducens	1297617		SRB-521-5-I					GCF_004154955.1-RS_2025_03_28	2025-03-28	3224506	1	1	Complete Genome	2019-02-11		1	59.5							3253	Clostridiales	98.25	
ASM1050957v1	GCF_010509575.1	GCA_010509575.1	Faecalibacterium duncaniae	411483		JCM 31915					GCF_010509575.1-RS_2025_04_30	2025-04-30	3102523	1	1	Complete Genome	2020-02-13		1	56.5							3009	Faecalibacterium	88.18	6.74
ASM379514v1	GCF_003795145.1	GCA_003795145.1	Tetragenococcus koreensis	290335		KCTC 3924					GCF_003795145.1-RS_2025_03_28	2025-03-28	2732026	2	2	Complete Genome	2018-11-19		2	37							2646	Tetragenococcus	89.81	8.74
ASM168543v3	GCF_001685435.2	GCA_001685435.3	Salimicrobium jeotgali	1230341		MJ3					GCF_001685435.2-RS_2025_04_27	2025-04-27	2776927	3	3	Complete Genome	2016-11-16		3	46.5							2849	Bacillaceae	95.78	
50305_D01	GCF_900637235.1	GCA_900637235.1	Staphylococcus condimenti	70255		NCTC13827					GCF_900637235.1-RS_2025_12_13	2025-12-13	2650496	1	1	Complete Genome	2018-12-20		1	34.5							2583	Staphylococcus	99.66	0.42
ASM301925v1	GCF_003019255.1	GCA_003019255.1	Staphylococcus kloosii	29384		ATCC 43959					GCF_003019255.1-RS_2025_12_09	2025-12-09	2639038	2	2	Complete Genome	2018-03-26		2	33							2657	Staphylococcus	99.73	1.31
ASM1405842v1	GCF_014058425.1	GCA_014058425.1	Companilactobacillus pabuli	2714036		NFFJ11					GCF_014058425.1-RS_2025_03_28	2025-03-28	2497143	2	2	Complete Genome	2020-08-04		2	35.5							2441	Lactobacillaceae	99.13	1.31
ASM360997v1	GCF_003609975.1	GCA_003609975.1	Streptococcus ruminantium	1917441		GUT-187					GCF_003609975.1-RS_2025_12_09	2025-12-09	2090539	1	1	Complete Genome	2018-04-12		1	40							1954	Streptococcus	99.65	
ASM2439779v1	GCF_024397795.1	GCA_024397795.1	Lactobacillus intestinalis	151781		DSM 6629					GCF_024397795.1-RS_2025_08_08	2025-08-08	2038712	3	3	Complete Genome	2022-07-25		3	35.5							1929	Lactobacillus	99.03	0.16
ASM1439725v1	GCF_014397255.1	GCA_014397255.1	Weissella diestrammenae	1162633		KACC 16890					GCF_014397255.1-RS_2025_03_29	2025-03-29	1659381	1	1	Complete Genome	2020-09-02		1	39.5							1664	Weissella	95.83	1.66
ASM435937v1	GCF_004359375.1	GCA_004359375.1	Acetilactobacillus jinshanensis	1720083		HSLZ-75					GCF_004359375.1-RS_2025_03_07	2025-03-07	1616430	1	1	Complete Genome	2019-03-21		1	39.5							1604	Lactobacillaceae	91.98	1.33
ASM1896652v1	GCF_018966525.1	GCA_018966525.1	Paenibacillus sophorae	1333845		DSM 23020					GCF_018966525.1-RS_2025_05_06	2025-05-06	5867720	1	1	Complete Genome	2021-06-19		1	50							5758	Paenibacillus	98.83	4.76
ASM225005v1	GCF_002250055.1	GCA_002250055.1	Sutcliffiella cohnii	33932		DSM 6307					GCF_002250055.1-RS_2025_04_27	2025-04-27	4899141	1	1	Complete Genome	2017-08-14		1	36							5002	Bacillaceae	98.9	1.72
Lweihen2.0	GCF_003534205.1	GCA_003534205.1	Listeria weihenstephanensis	1006155		WS 4560					GCF_003534205.1-RS_2025_03_05	2025-03-05	3406292	1	1	Complete Genome	2017-03-13		1	41.5							3264	Listeria	85.38	6.11
ASM1326741v1	GCF_013267415.1	GCA_013267415.1	Abiotrophia defectiva	46125		FDAARGOS_785					GCF_013267415.1-RS_2025_12_09	2025-12-09	2046826	1	1	Complete Genome	2020-06-04		1	47							1898	Aerococcaceae	95.33	1.1
42206_H01	GCF_900475415.1	GCA_900475415.1	Streptococcus porcinus	1340		NCTC10999					GCF_900475415.1-RS_2025_11_22	2025-11-22	2033046	1	1	Complete Genome	2018-06-17		1	37							2027	Streptococcus	98.46	0.39
ASM1672648v1	GCF_016726485.1	GCA_016726485.1	Peptoniphilus harei	54005		FDAARGOS_1136					GCF_016726485.1-RS_2025_12_09	2025-12-09	1929566	1	1	Complete Genome	2021-01-20		1	34							1830	Peptoniphilus	96.57	1.23
ASM75661v1	GCF_000756615.1	GCA_000756615.1	Paenibacillus durus	44251		DSM 1735					GCF_000756615.1-RS_2025_12_11	2025-12-11	6053498	2	2	Complete Genome	2014-09-22		2	51							5482	Paenibacillus	99.11	3.3
SSP	GCF_001941975.2	GCA_001941975.2	Sporomusa sphaeroides DSM 2875	1337886		DSM 2875					GCF_001941975.2-RS_2025_04_05	2025-04-05	5015343	2	2	Complete Genome	2024-04-05		2	47							4721	Selenomonadales	100	4.29
ASM23708v1	GCF_000237085.1	GCA_000237085.1	Acetivibrio clariflavus DSM 19732	720554		DSM 19732					GCF_000237085.1-RS_2025_03_28	2025-03-28	4897678	1	1	Complete Genome	2011-12-12		1	35.5							4228	Clostridium clariflavum	98.1	2.43
ASM1868v1	GCF_000018685.1	GCA_000018685.1	Lachnoclostridium phytofermentans ISDg	357809		ISDg					GCF_000018685.1-RS_2025_12_13	2025-12-13	4847594	1	1	Complete Genome	2007-11-19		1	35.5							4134	Lachnospiraceae	97.92	4.17
ASM33199v1	GCF_000331995.1	GCA_000331995.1	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	1121335		DSM 8532					GCF_000331995.1-RS_2025_04_07	2025-04-07	2974379	1	1	Complete Genome	2013-01-17		1	42							2646	Ruminococcaceae	96.25	1.48
ASM1908v1	GCF_000019085.1	GCA_000019085.1	Thermoanaerobacter pseudethanolicus ATCC 33223	340099		ATCC 33223; 39E					GCF_000019085.1-RS_2025_04_22	2025-04-22	2362816	1	1	Complete Genome	2008-02-05		1	34.5							2407	Thermoanaerobacter	98.89	0.1
ASM193633v1	GCF_001936335.1	GCA_001936335.1	Amylolactobacillus amylophilus DSM 20533 = JCM 1125	1423721		DSM 20533					GCF_001936335.1-RS_2025_03_05	2025-03-05	1610352	1	1	Complete Genome	2017-01-05		1	43.5							1696	Lactobacillaceae	98.04	5.09
SPACI	GCF_002257695.2	GCA_002257695.2	Sporomusa acidovorans DSM 3132	1123286		DSM 3132					GCF_002257695.2-RS_2024_09_07	2024-09-07	5955502	1	1	Complete Genome	2024-09-08		1	44.5							5790	Selenomonadales	99.4	5.46
ASM2931868v1	GCF_029318685.1	GCA_029318685.1	Ruminiclostridium papyrosolvens DSM 2782	588581		DSM 2782					GCF_029318685.1-RS_2025_04_07	2025-04-07	5027861	1	1	Complete Genome	2023-03-21		1	37							4421	Ruminococcaceae	100	2.95
ASM200635v2	GCF_002006355.2	GCA_002006355.2	Clostridium felsineum DSM 794	1121310		DSM 794					GCF_002006355.2-RS_2025_06_13	2025-06-13	5242194	3	3	Complete Genome	2022-06-10		3	30							4870	Clostridium	100	1.83
ASM1742v1	GCF_000017425.1	GCA_000017425.1	Bacillus cytotoxicus NVH 391-98	315749		NVH 391-98					GCF_000017425.1-RS_2025_12_11	2025-12-11	4094159	2	2	Complete Genome	2007-07-17		2	36							4264	Bacillus	98.76	
ASM1654v1	GCF_000016545.1	GCA_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903	351627		DSM 8903					GCF_000016545.1-RS_2025_12_13	2025-12-13	2970275	1	1	Complete Genome	2007-04-19		1	35.5							2927	Caldicellulosiruptor	99.09	0.1
ASM284989v1	GCF_002849895.1	GCA_002849895.1	Companilactobacillus alimentarius DSM 20249	1423720		DSM 20249					GCF_002849895.1-RS_2025_03_05	2025-03-05	2401923	2	2	Complete Genome	2018-01-03		2	35.5							2353	Lactobacillaceae	98.9	1.31
ASM2530v1	GCF_000025305.1	GCA_000025305.1	Acidaminococcus fermentans DSM 20731	591001		DSM 20731					GCF_000025305.1-RS_2025_03_12	2025-03-12	2329769	1	1	Complete Genome	2010-01-15		1	56							2192	Acidaminococcus	99.63	0.78
ASM9296v1	GCF_000092965.1	GCA_000092965.1	Thermoanaerobacter mathranii subsp. mathranii str. A3	583358		A3					GCF_000092965.1-RS_2025_12_13	2025-12-13	2306092	1	1	Complete Genome	2010-05-26		1	34.5							2338	Thermoanaerobacter	98.29	0.32
ASM14618v1	GCF_000146185.1	GCA_000146185.1	Lachnospira eligens ATCC 27750	515620		ATCC 27750					GCF_000146185.1-RS_2025_12_13	2025-12-13	2831389	3	3	Complete Genome	2009-06-04		3	37.5							2746	Lachnospira	77.26	13.12
ASM16389v2	GCF_000163895.2	GCA_000163895.2	Filifactor alocis ATCC 35896	546269		ATCC 35896					GCF_000163895.2-RS_2025_12_13	2025-12-13	1931012	1	1	Complete Genome	2011-01-27		1	35.5							1738	Clostridia	99.09	0.91
ASM96837v1	GCF_000968375.1	GCA_000968375.1	Clostridium scatologenes	1548		ATCC 25775					GCF_000968375.1-RS_2025_04_12	2025-04-12	5749410	1	1	Complete Genome	2015-04-02		1	29.5							5307	Clostridium	98.55	3.31
ASM309617v1	GCF_003096175.1	GCA_003096175.1	Clostridium drakei	332101		SL1					GCF_003096175.1-RS_2025_04_12	2025-04-12	5695241	1	1	Complete Genome	2018-05-07		1	29.5							5188	Clostridium	99.38	2.48
ASM1421833v1	GCF_014218335.1	GCA_014218335.1	Anaerocolumna cellulosilytica	433286		SN021					GCF_014218335.1-RS_2025_12_13	2025-12-13	5430627	1	1	Complete Genome	2020-08-07		1	36.5							4542	Lachnospiraceae	98.54	2.59
ASM142101v2	GCF_001421015.2	GCA_001421015.2	Paenibacillus bovis	1616788		BD3526					GCF_001421015.2-RS_2025_03_05	2025-03-05	5517199	2	2	Complete Genome	2017-05-15		2	47							4835	Paenibacillus	87.89	1.75
ASM670420v1	GCF_006704205.1	GCA_006704205.1	Cytobacillus solani	1637975		5L6					GCF_006704205.1-RS_2025_08_12	2025-08-12	5207802	1	1	Complete Genome	2019-07-07		1	37.5							5335	Bacillaceae	99.35	0.7
ASM208047v1	GCF_002080475.1	GCA_002080475.1	Clostridium formicaceticum	1497		DSM 92					GCF_002080475.1-RS_2025_04_12	2025-04-12	4586728	1	1	Complete Genome	2017-04-06		1	35.5							4363	Clostridium	97.52	1.14
ASM244185v2	GCF_002441855.2	GCA_002441855.2	Eubacterium maltosivorans	2041044		YI					GCF_002441855.2-RS_2025_04_13	2025-04-13	4337501	1	1	Complete Genome	2019-05-31		1	48							4127	Eubacterium	99.36	0.96
ASM104271v1	GCF_001042715.1	GCA_001042715.1	Clostridium aceticum	84022		DSM 1496					GCF_001042715.1-RS_2025_04_12	2025-04-12	4207037	2	2	Complete Genome	2015-06-12		2	35.5							4002	Clostridium	98.76	0.93
ASM235537v1	GCF_002355375.1	GCA_002355375.1	Aneurinibacillus soli	1500254		CB4					GCF_002355375.1-RS_2025_12_13	2025-12-13	4116770	1	1	Complete Genome	2016-01-13		1	46							4226	Paenibacillaceae	96.73	3.3
ASM3259878v1	GCF_032598785.1	GCA_032598785.1	Terrisporobacter petrolearius	1460447		JCM 19845					GCF_032598785.1-RS_2025_02_27	2025-02-27	4124338	3	3	Complete Genome	2023-10-12		3	29							4106	Peptostreptococcaceae	100	1.32
ASM1991526v1	GCF_019915265.1	GCA_019915265.1	Bacillus aquiflavi	2672567		3H-10					GCF_019915265.1-RS_2025_12_03	2025-12-03	3806094	1	1	Complete Genome	2021-09-09		1	35.5							3805	Bacillus	91.37	1.43
ASM200923v1	GCF_002009235.1	GCA_002009235.1	Planococcus faecalis	1598147		AJ003					GCF_002009235.1-RS_2025_05_03	2025-05-03	3495892	1	1	Complete Genome	2017-03-02		1	41							3481	Planococcus	91.29	7.32
ASM146583v2	GCF_001465835.2	GCA_001465835.2	Planococcus kocurii	1374		ATCC 43650					GCF_001465835.2-RS_2025_03_03	2025-03-03	3485580	2	2	Complete Genome	2016-01-29		2	41							3447	Planococcus	90.09	6.79
